0氹	[tam]\n1. to cajole someone\n2. to pacify someone who is angry
啞子食黃蓮	[á jí sihk wòhng lìhn]\na dumb boy eats Coptis seeds\n→有苦自己知 [yàuh fú jih géi jī] knowing the bitterness by oneself\n■to have to suffer in silence
啤	[bē]\n1. beer\n2. to stare aggressively\n[pē]\n(<pair) pair
啤一啤	[bē yāt bē]\nto have a beer.
啤住	[bē jyuh]\nto stare, staring
啤咩呀	[bē mē a]\nused to challenge someone who is or is accused of staring, "who are you staring at?"
啤啤佢	[bē bē kéuih]\nto have a beer
啤灰	[bē fūi]\nto take heroin.
啤酒妹	[bē jáu mūi]\n(beer girl)\na young woman paid to promote a particular brand of beer in bars and pubs, generally dressed in an outfit based on the brand.
啪丸	[pāak yún]\nto take drugs, to take pills
啪針	[pāak jām]\nto inject heroin
啫	[jēu]\nthe penis (child's term, humorous)
啫啫	[jēu jēu]\nthe penis (chld's term, humorous)
啱	[āam/ngāam]\nsuitable
啱key	[āam kī]\nto get along well with someone
啱咀形	[āam jéui yìhng]\ngood to talk to, pleasant to chat with
啱啱	[ngāam ngāam]\njust now
啱啱碰著剛剛	[ngāam ngāam pung jeuhk gōng gōng]\nat the critical moment
啱嘴形	[āam jéui yìhng]\ngood to talk to, pleasant to chat with
啱心水	[āam sām séui]\nexactly what is required
喃	[nàahm]\nto murmur
喃嘸佬	[nàahm mòh lóu]\n(chanting man)\nTaoist monk
喃嘸費	[nàahm mòh fai]\n1. fee given to a monk\n2. fees for having sexual intercourse with a nightclub hostess
喉	[hàuh]\n1. the throat\n2. to want something
喉住	[hàuh jyuh]\n1. to want something\n2. to lust after (possessions, sucess, an object of sexual desire, etc.)
喉急	[hàuh gāp]\nimpatient, eager, desperate
喉禽	[hàuh kàhm]\nimpatient, eager, desperate
喊	[haam]\nto cry
喊包	[haam bāau]\n(cry bun)\na crying baby
喊打喊殺	[haam dá haam saat]\nto cry out in an aggressive or threatening way, to cry for blood, to "scream blue murder".
喊苦喊忽	[haam fú haam fāt]\nto be continually in tears, to be a "cry baby".
喊都無謂	[haam dōu mòuh waih]\nthere is no point crying over something one can't change.
喪	[song]\n1. to lose\n2. to die\n3. insane, crazy\n4. stupid
喫	[yaak]\nto eat
單	[dāan]\nsingle
單位	[dāan wái]\n1. flat\n2. work unit\n3. a triad group, a triad unit
單刀	[dāan dōu]\na solo effort, an individual effort in attack (soccer jargon).
單刀直入	[dāan dōu jihk yahp]\nto come straight to the point
單吊西	[dāan diu sāi]\na western-style suit
單單打打	[dāan dāan dá dá]\nto use strong language to criticise someone.
單打	[dāan dá]\nto use strong language to criticise someone.
單拖	[dāan tō]\nto be by oneself, alone.
單聲	[dāan sēng]\n(single voice)\nto give someone a message, to pass on a message.
單身寡佬	[dāan sāan gwá lóu]\n(single person guy alone)\na bachelor, unattached man.
喱埋	[lēi màaih]\nto hide oneself, to keep out of sight
喳喳淋	[jàh jàh làhm]\nquickly, fast; "hurry up!"
喺邊度Wet	[hái bīn douh wēt]\n1. where do you usually go for a good time?\n2. where are you going out to now?
嗌	[ngaai]\n1. to shout\n2. to scold
嗌乜春呀	[ngaai māt chēun aa]\nWhat's the point?
嗌交	[ngaai gāau]\nto quarrel
嗌霎	[ngaai saap]\nto have a serious argument
嗒	[dāap/dēp]\nto lick
嗒得杯落	[dāap dāk būi lohk]\nattractive, very good; cute (especially a young woman), sexy (of a woman).
嗒晒糖	[dāap saai tòhng]\n(to taste all sugar)\nto be sexually attracted to someone.
嗒糖	[dāap tòhng]\n(to taste sugar)\n1. to be sexually attracted to someone\n2. to be happy about something.
嗒落有味	[dāap lohk yáuh meih]\n(after careful tasting, the flavour comes out)\nthe significance of something or the meaning of what was said becomes clear after careful consideration.
嗦嗦聲	[sòhk sók sēng]\nvery quickly, very fast
嗰	[gó]\nthat
嗰個嘢	[gó go yéh]\nthat person (derogatory)
嗰啲嘢	[gó dī yéh]\n(those things)\nghosts (euphemism)
嗰條友	[gó tìuh yáu]\na colloquial, informal, familiar or disrespectful way of referring to a young man, "that guy".
嗰條友仔	[gó tìuh yáu jái]\nan informal way of referring to someone, "that bloke", "that guy".
嗰隻嘢	[gó jek yéh]\nthat person (derogatory)
嗰隻蟹	[gó jek háaih]\n(that crab)\nan insulting way to refer to a woman. "that woman!" (with 蟹 háaih possibly suggesting 閪 [hāi] "cunt").
嗰隻衰嘢	[gó jek sēui yéh]\na disrespectful way of referring to someone, "that nasty person".
嗰頭近	[gó tàuh káhn]\n(near to that side)\nclose to the age of death
嗱	[ná]\nto pick up, to take
嗱口嗱面	[ná háu ná mihn]\n1. to have an angry expression, to look hostile\n2. to look upset
嗱嗱林	[nàh nàh làhm]\nfast, quickly
嗱嗱淋	[nàh nàh làhm]\nfast, quickly
嗱嗱聲	[nàh nàh sēng]\nfast, quickly
嗱屎上身	[ná sí séuhng sān]\nto bring trouble on onself
嗱手唔成勢	[ná sáu m4 sìhng sai]\n(to grab hands but not achieve a position)\nto be unprepared, to be not in a good position to do something
嗱林	[nàh làhm]\nfast, quickly
嗱西	[náa sāi]\n1. to be reckless\n2. to be careless\n3. sloppy, careless, slapdash (in doing a task)
嗱起	[ná héi]\n1. to pick up\n2. to roll up (trousers, sleeves)
嗲	[dē]\n1. to talk\n2. to discuss\n3. tea\n[dé]\nwith a seductive or alluring voice (one which makes an appeal to a man's masculine side).
嗲少兩句	[dē síu léuhng geui]\nan instruction to someone to keep quiet
嗲幾句	[dē géi geui]\n1. to chat a bit\n2. to exhange a few remarks
嗲掂	[dē dihm]\nto settle a problem, to fix a dispute.
嗲聲嗲氣	[dé sēng dé hei]\nwith a seductive or alluring voice (one which makes an appeal to a man's masculine side).
嘆	[taan]\n1. to enjoy\n2. to have a good life, to "live it up"
嘆世界	[taan sai gaai]\nto have a good life, to have a comfortable or luxurious existence, to "live it up"
嘈	[chòuh]\nnoisy
嘈到拆天	[chòuh dou chaak tīn]\n(loud enough to pull down the sky)\nextremely noisy, extremely loud, rowdy.
嘈到拆樓	[chòuh dou chaak láu]\n(loud enough to pull down a building)\nextremely noisy, extremely loud, rowdy.
嘈喧巴閉	[chòuh hyūn bā bai]\nto make a lot of noise; noisy
嘈生晒	[chòuh sāang saai]\nto make a lot of noise, i.e. enough to wake the dead.
嘉	[gā]\nto admire
嘉年華	[gā nìhn wàh]\n(<carnival)\n1. carnival\n2. a police road block (taxi driver jargon)
嘉年華會	[gā nìhn wàh wúi]\n1. carnival\n2. a police road block (taxi driver jargon)
嘔	[ngáu]\nto throw up
嘔血	[ngáu hyut]\n(to vomit blood)\nexasperating
嘔電	[ngáu dihn]\n(to vomit electricity)\nto throw up
嘜	[māk]\n(<trademark)\ntrademark
嘜頭	[māk tàuh]\nbrand, brand-name
嘢	[yèh]\n1. thing\n2. a person, a body part or other object which is not named directly but is often indicated by the classifier used\n3. a person (disrespectful)\n4. heroin
嘢可以亂食，說話唔可以亂講	[yèh hó yíh lyuhn sihk, syut wah m4 hó yíh lyuhn góng]\n1. used to warn someone to watch what they say\n2. used to dismiss what someone is saying
嘥	[sāai]\nto waste
嘥口水	[sāai háu séui]\n(to waste saliva)\nto waste one's words
嘥心機	[sāai sām gēi]\nto waste one's breath
嘥心機捱眼訓	[sāai sām gēi ngàaih ngáahn fan]\nto waste someone's time
嘥氣	[sāai hei]\nto waste one's breath
嘥腳力	[sāai geuk lihk]\n1. to waste energy by walking\n2. to waste time by walking around
嘩嘩聲	[wā wa sēng]\nloudly; quickly; in great number
嘩鬼	[wā gwái]\npests, naughty (e.g. children)
嘮	[lòuh]\nloquacious
嘮嘈	[lòuh chòuh]\nshouting with anger, furious
嘮囌	[lòuh sōu]\nto complain
嘰兀	[gī gaht]\nto mumble, to talk indistinctly
嘰哩咕嚕	[gī lī gū lū/gìh lī gùh lùh/gìh lìh gùh lùh]\n1. an impression of the sound of a foreign language\n2. incomprehensible talk\n3. to talk in an incomprehensive way
嘰嘰咭咭	[gìh gī gaht gaht]\n1. to mumble and grumble\n2. to complain
嘰屹	[gī gaht]\nto mumble, to talk indistinctly
嘴	[jéui]\nthe mouth
嘴刁	[jéui dīu]\nargumentative, verbally aggressive
嘴廟廟	[jéui míu míu]\nto pout
噍	[jehw]\n1. to have sex with a woman\n2. to physically assault\n[jiuh]\n1. to chew\n2. to occupy\n3. to beat up\n4. to have sex with a woman
噍低	[jehw dāi]\nto beat up, to finish off
噍完唱	[jiuh yùhn chueng]\nto boast about one's sexual experience after having sex with a woman
噍完鬆	[jiuh yùhn sūng]\nto leave after having sex with a woman; to not take any responsibility.
噏	[āp/ngāp]\nto chat; to talk
噏三噏四	[āp sāam āp sei]\n(to chat three and four)\nto gossip; to chatter away
噏乜撚嘢	[āp māt lán yéh]\nan expression of violent contempt or anger for what someone is saying, "what the fuck are you talking about?"
噏乜春	[āp māt chēun]\nan expression of irritation of what someone is saying
噏得就噏	[āp dāk jauh āp]\nused to reject what someone is saying, "you are bullshiting!", "watch what you say!", "don't lie?".
噏耷	[āp dāp]\nshabby
噓噓聲	[hèuh héu sēng]\nvery fast, very quickly
噚	[cham]\nto talk in a boring way
噚氣	[cham hei]\n1. to offer repetitive advice\n2. to repeat oneself.
噬	[sàih]\n1. to bite\n2. to beat up, to hit, to defeat
嚇	[haak]\nto threaten
嚇到標尿	[haak dou bīu niuh]\nto be terrified, to urinate from fear.
嚇到標屎	[haak dou bīu sí]\nto be terrified, to defecate from fear, be "scared shitless".
嚇窒	[haak jaaht]\nto scare, to frighten
嚇鬼	[haak gwái]\nto scare, to frighten (normally used in utterances asserting that one is not to be intimidated).
嚇鬼呀	[haak gwái àh]\nYou don't scare me!
嚟真	[lèih jān]\nserious, not joking
嚡	[hàaih]\nrough, coarse (texture)
嚡澀澀	[hàaih saahp saahp]\nvery rough, very coarse (texture)
嚡過沙紙	[hàaih gwo sā jí]\n(rougher than sand paper)\nextremely rough, very coarse (in texture).
囉	[lō]\nto chatter
囉囉囌囌	[lō lō sō sō]\n1. to chatter\n2. to complain\n3. to be demanding
囉囉攣	[lō lō lyūn]\n1. worried, nervous, anxious, disappointed\n2. codeine, often consumed in the form of cough medicine
囉囌	[lō sō]\n1. to chatter\n2. to complain\n3. to be demanding
囉攣	[lō lyūn]\nworried, nervous, anxious, disappointed
四	[sei]\nfour
四一五	[sei yāt ńgh]\nThe 415 code number is associated with the triad rank of White Paper Fan, a senior triad official who acts as an "advisor".
四九	[sei gáu]\n(four nine)\na junior member of a triad gang, a "triad soldier", a "49" member
四九仔	[sei gáu jái]\n(four nine boy)\na young recruit in a triad society, a junior member of a triad society, an odrinary member of a triad society
四二六	[sei yih luhk]\nThe 426 code number is associated with the triad rank of Red Pole, an office-bearer in a triad society in charge of organising physical violence, an "enforcer".
四仔	[sei jái]\na pronographic film, an illegal sex film which is more explicit than allowed under the law in Hong Kong, a "category four" film ("category three" is the highest classification for adults films permitted in Hong Kong)
四八九	[sei baat gáu]\nthe leader of a triad society, a 489 office-bearer
四六七零九三九四	[sei luhk chāt lìhng gáu sāam gáu sei]\n(four six seven zero nine three nine four)\nsaid of someone who has illicit sex, visits prostitutes, etc. (the pronunciation of the numerals four six seven zero nine three nine four puns with 死佬出嚟攪三攪四 [séi lóu chēut làih gáau sāam gáau sei].)
四味	[sei méi]\n(four tastes)\nfour kinds of sexual service (e.g. sexual intercourse, anilingus, foot licking, fellatio), used by brothels in advertising their services
四哥	[sei gō]\n1. a term of address for a stranger in a casino\n2. the nickname of a legendary Hong Kong actor 謝賢
四四六六	[sei sei luhk luhk]\n(four four six six)\nan aceeptable agreement
四四聲	[sei sei sēng]\nto use the word "to die", used to describe someone continually using the word 死 [séi] "to die".
四圍蒲	[sei wàih pòuh]\nto be seen around, to hang around on the streets, to go around to different places
四圍貢	[sei wàih gung]\nto go around everywhere, to be seen around
四塊半	[sei faai bun]\n(four piece half)\na coffin
四大天王	[sei daaih tīn wòhng]\n(four great kings)\nthe four leading male stars of Hong Kong Cantonese pop music, i.e. Jackie Cheung, Aaron Kwok, Leon Lai, Andy Lau
四方木	[sei fōng muhk]\n(square lump of wood)\na dull person, a slow-witted person, someone without a sense of humour
四眼佬	[sei ngáahn lóu]\n(four-eyed bloke)\na man wearing glasses, a "four eyes".
四眼婆	[sei ngáahn pó]\n(four eye woman)\na woman wearing glasses, a "four eyes".
四眼龜	[sei ngáahn gwāi]\n(four-eyed turtle)\nan impolite term for someone wearing glasses, "four-eyes".
四級	[sei kāp]\npornographic videos distributed illegally in Hong Kong, "category four" pornographic videos ("category three" is the highest classification for adult films permitted in Hong Kong)
四肢健全	[sei jī gihn chyùhn]\nuninjured, in one piece, with  life and limb intact
四萬	[sei maahn]\n(four ten thousand mahjong tiles)\n1. used to describe a boardly smiling face, or someone who is always smiling and cheerful\n2. a nickname for the former Chief Secretary of the Civil Service, Anson Chan
四萬咁口	[sei maahn gám háu]\nused to describe a broadly smiling face, or someone who is always smiling and cheerful
四隻腳	[sei jek geuk]\n1. four legs\n2. the four players of a game of mahjong
回	[wùih]\n1. to return\n2. to reply
回佣	[wùih yúng]\nto offer a discount on commission to a customer
回力刀	[wùih lihk dōu]\n1. boomerang\n2. a senior police constable
回塘	[wùih tòhng]\nto return to a decent trade or a honest occupation
回扣	[wùih kau]\nto pay damages, to compensate for injury caused
回水	[wùih séui]\nto refund
回流	[wùih làuh]\n(back flow)\nHong Kong people who return to Hong Kong after getting a foreign passport
因	[yān]\nbecause
因住	[yān jyuh]\n1. an exclamation, telling someone to be careful, "watch out!"\n2. to estimate, to guess
囡囡	[nèuih néui]\n1. small, cute, petite (girl, woman)\n2. a call-girl, a prostitute
圈	[hyūn]\n1. circle\n2. a city
圈中人	[hyūn jūng yàhn]\n(circle centre people)\nan insider, someone in a particular business or trade (e.g. the entertainment business)
圈外人	[hyūn ngoih yàhn]\nan outsider, someone is not part of a particular trade or business (e.g the entertainment world).
國	[gwok]\n1. a country\n2. state\n3. nation
國有國法家有家規	[gwok yáuh gwok faat, gā yáuh gā gwāi]\n(a country has its laws, a family has its rules)\nused to instruct or admonish a member of a group, "we have our own rules here".
圍	[wàih]\nto encircle, to trap, to surround
土	[tóu]\nland
土佬	[tóu lóu]\ncountry cousin; country bumpkin
土氣	[tóu hei]\n(country air)\nrustic, old-fashioned
土炮	[tóu paau]\n(earth cannon)\n1. local (people, workers, products, etc.)\n2. cheap rice wine
地	[deih]\nground
地下情	[deih haah chìhng]\n(underground love)\n a secret love affair.
地下錢莊	[deih haah chìhn jōng]\n(underground bank)\na loan sharing operation.
地保	[deih bóu]\na person who knows everything about everyone in a particular area.
地底泥	[deih dái nàih/làih]\n(underground soil)\n1. something or someone not worthy or respect\n2. something cheap and nasty
地牌	[deih pàaih]\nmother, one's mother (OS)
地痞	[deih māu]\na local gang leader, a local gangster
地盤	[deih pùhn]\n(ground basin)\n1. a construction site\n2. a triad society district, a territory belonging to or controlled by a triad society.
地糊	[deih wú]\na beginning hand in mahjong which only needs one mahjong tile to win.
地翁	[deih yūng]\ngrandmother, one's grandmother
地胆	[deih dáam]\n1. a person who knows everything about everyone and everything in a particular area\n2. a local gang leader, a local gangster
地踎	[deih māu]\n(ground squat)\na very cheap restaurant, especially for coolies who squat on stools while eating.
地除	[deih chèuih]\nto know
地頭	[deih tàuh]\nterritory, sphere of operation, locale
地頭蛇	[deih tàuh sèh]\n(area snake)\nsomeone who knows a particular area well, someone who detailed local knowledge.
地頭蟲	[deih tàuh chùhng]\n(area insect)\nsomeone who knows a particular area well, someone who detailed local knowledge.
地頭龍	[deih tàuh lùhng]\n(local dragon)\na powerful figure in a particular area
坎	[hám]\na bank; ridge
坎頭埋牆	[hám táu màaih chéuhng]\n(to bang one's head against the wall)\nto vent one's frustration, to be frazzled, to "bang one's head against the wall".
坐	[chóh]\n1.to sit\n2. to sit with, especially a night-club hostess with a customer\n3 to go to prison, to serve time in jail\n[joh]\nto sit
坐冷板凳	[chóh láahng báan dang]\n(to sit on a cold chair)\n1. to not get invited to dance, to be a "wallflower"\n2. used to describe prostitutes who have no business.
坐埋一條船	[chóh màaih yāt tìuh syùhn]\n(sitting in the same boat)\nto have the same interests as each other, to be in the same situation, to be in the same group, to have an interest in cooperation, to "be in the same boat".
坐埋同一條船	[chóh màaih tùhng yāt tìuh syùhn]\n(sitting in the same boat)\nto have the same interests as each other, to be in the same situation, to be in the same group, to have an interest in cooperation, to "be in the same boat".
坐定粒六	[joh dihng nāp luhk]\nto be certain, to be sure about something
坐幾籠	[chóh géi lùhng?]\nhow many years' imprisonment did you get?
坐廟	[chóh míu]\n(to sit temple)\na sexual position with the woman sitting on top of the man.
坐月	[chóh yūt]\na month of rest for a woman after giving birth.
坐枱	[chóh tói]\n(to sit at tables)\n(in a nightclub) to work sitting with the customers at the tables (rather than as a waitress, etc.).
坐檯	[chóh tói]\n(to sit at tables)\n(in a nightclub) to work sitting with the customers at the tables (rather than as a waitress, etc.).
坐正	[chóh jeng/jing]\nto take over, to take the leader's seat, to become head of an organization, of a triad society.
坐盤	[chóh pún]\nto hold a position.
坐移民監	[chóh yìh màhn gāam]\n(to sit in migration prison)\nto spend time in a foreign country as part of the process of acquiring residency or citizenship before returning to Hong Kong.
坐花廳	[chóh fā tēng]\nto be sentenced to prison, to go to prison.
坐蓮	[chóh lìhn]\n(to sit lotus)\na sexual position with the woman sitting on top of the man.
坐鎮	[joh jahn]\nto be in the seat of power, to be responsible for, to look after
坐霸王車	[chóh ba wòhng chē]\nto ride the bus, train, tram, etc., without paying.
坐館	[chóh gún]\na "lodge leader", a triad boss, a triad leader (leadership rank in the contemporary simplified hierarchy of most Hong Kogng triad groups).
坑	[hāang]\na sewage pipe
坑渠水	[hāang kèuih séui]\n(pit sewage water)\n1. sewage water\n2. salty red bean congee
坡妹	[bō mūi]\na girl or young woman from Singapore.
坤	[kwān]\n1. to fool, to trick\n2. the Earth Diagram
垃圾	[laahp saap]\n1. rubbish\n2. unwashed crockery and cutlery and left over food (restaurant workers' slang).
垃圾嘢	[laahp saap yéh]\njunk food
垃圾蟲	[laahp saap chùhng]\na litterer, a "little bug".
垃雜嘢	[laahp jaahp yéh]\na snack
型	[yìhng]\n1. good-looking, cool, handsome\n2. a type
型爆鏡	[yìhng baau geng]\n(so good looking as to break a mirror)\nvery good-looking, very cool
埋	[màaih]\nto bury
埋位	[màaih wái]\n(to get into position)\nto take up the starting position, to take one's place, to be ready to start (of races, business, formal dinner etc.).
埋單	[màaih dāan]\n1. to ask for the bill\n2. to "check out"\n3. to die
埋堆	[màaih dēui]\nto join an organisation, to reinforce a group or faction, to back someone up
埋尾	[màaih méih]\nto bring to completion
埋數	[màaih sou]\nto make the final calculation, to add up who has won and who has lost, to "cash up".
埋牙	[màaih ngàah]\n1. to start of fight\n2. to have sex with someone
埋街食井水	[màaih gāai sihk jéng séui]\n(to go to the roadside and drink well water)\nto stop working as a prostitute, to retire from prostitute
埋街飲井水	[màaih gāai yám jéng séui]\n(to go to the roadside and drink well water)\nto stop working as a prostitute, to retire from prostitute
埕	[chìhng]\na jar
埕埕塔塔	[chìhng chìhng taap taap]\n(jars and urns)\nromantic, lovey-dovey (埕 chìhng puns with 情 chìhng, which means affection or love) (often used when the speaker is expressing a lack of interest in romantic matters).
執	[jāp]\n1. to pick up\n2. to physically assault, to beat up\n3. to go bankrupt\n4. to have sex with
執一劑	[jāp yāt jāi]\n1. to have sex with someone once, on one occasion\n2. to beat up someone
執二攤	[jāp yih tāan]\n(to take over someone else's market stall)\n1. to use second-hand goods\n2. to date someone's ex-boy/girl friend.
執人口水溦	[jāp yàhn háu séui mēi]\nto have no ideas of one's own, to echo what someone else says, to be a mindless follower, to "parrot" someone's words.
執倒	[jāp dóu]\nto achieve something desirable
執到寶	[jāp dóu bóu]\nto achieve a desirable aim
執到都喊三聲	[jāp dóu dōu haam sāam sēng]\na goal that is not worth achieving, an undesirable target, a goal that will not bring happiness if achieved.
執包袱	[jāp bāau fuhk]\n1. to leave a job, to quit a job\n2. to be fired from a job
執口水尾	[jāp háu séui mēi]\n(to pick mouth water tail)\nto repeat something said by someone else.
執多劑	[jāp dō jāi]\n1. to have sex with someone again\n2. to beat somone up again, to beat someone up further\n3. to rape someone again
執手尾	[jāp sáu méih]\nto finish a job for someone, to pick up a task begun by someone else and complete it.
執拾	[jāp sahp]\nto tidy up
執條襪帶累身家	[jāp tìuh maht dáai leuih sān gā]\n(to pick up a package string lace and harm the wealth)\na chance gift may lead to an expensive purchase, e.g. if you are given a compact disc you may end up buying a compact disc player.
執正啲	[jāp jeng dī]\nto dress properly, to dress smartly
執死雞	[jāp séi gāi]\n(to pick up a dead chicken)\n1. to take something which someone else has lost or thrown away\n2. to take advantage of a situation\n3. to start off a relationship with someone who has been rejected by their former lover\n4. to get the benefit of someone else's hard work\n4. to score an easy goal after a shot has been blocked by the goal keeper.
執生	[jāp sāang]\n(to pick up life)\n1. to take things as they come\n2. to look after oneself\n3. to keep an eye on how things develop\n4. to sort out a situation\n5. to look out
執笠	[jāp lāp]\n(to pick up the crates)\nto go bankrupt
執身彩	[jāp sān chói]\nto be lucky, to have good fortune
執輸	[jāp syū]\nto fall behind, to lose ground, to miss out (on some benefit or advantage).
執輸行頭慘過敗家	[jāp syū hàahng tàuh, cháam gwo baaih gā]\n(missing out getting to the front is worst than having one's family ruined)\nused to tell someone to hurry up, especially when there is a queue.
執返一身彩	[jāp fāan yāt sān chói]\nto be fortunate, to be lucky
執返條命仔	[jāp fāan tìuh mehng jái]\nto survive, to remain alive
執雞	[jāp gāi]\n(to pick up a chicken)\n1. to take something which someone else has lost or thrown away\n2. to start a relationship with someone who has been rejected by their former lover\n3. (in soccer) to score an easy goal after a shot has been blocked by the goal keeper.
執頭執尾	[jāp tàuh jāp méih]\nto clean up after, to do odd jobs for.
基	[gēi]\n1. foundation\n2. (<gay) gay, homosexual
基佬	[gēi lóu]\na gay man
基婆	[gēi pó]\na gay woman
堂	[tòhng]\na hall
堂口	[tòhng háu]\n1. a secret society\n2. a branch of a secret society or a triad society\n3. a triad meeting hall
堅	[gīn]\n1. real, true, genuine, not fake, powerful\n2. resolute
堅定流㗎	[gīn dihng làuh ga]\na way of inquiry into the status of someone or something, "Is this stuff real or is it fake?", "Is he for real?".
堅料	[gīn líu]\n1. genuine stuff, high quality or real, "the genuine article"\n2. a good or trustworthy person, a person with the required qualities
堆	[dēui]\na pile
報	[bou]\nto report
報串	[bou chyun]\n1. to inform on someone, to inform the police, to "squeal"\n2. to report someone to the teacher.
報到	[bou dou]\n1. registration\n2. to die, i.e. to report to the god of hell
報大數	[bou daaih sou]\nto exaggerate; to pretend; to overcharge, to cheat.
報應	[bou ying]\n1. to get one's just deserts, to get the fate one deserves\n2. to pay for the evil deeds that one has done, to meet the fate that one's bad deeds merit.
報料	[bou líu]\n(to report stuff)\nto report
報細報	[bou sai sou]\nto cheat (e.g. by giving a falsely low figure)
場	[chéung]\n1. an area\n2. a business, bar, nightclub, place of entertainment, triad headquarters, etc.
場口	[chéung háu]\na business, a bar, nightclub, place of entertainment, triad headquarters, etc.
塊	[faai]\na piece
塊gap	[faai gēp]\nvagina, equivalent in tone to "cunt".
塊嘢	[faai yéh]\nvagina, equivalent in tone to "cunt".
塊閪	[faai hái]\nvagina, equivalent in tone to "cunt".
塔	[taap]\n1. to lock, to lock up, to handcuff\n2. a lock\n3. a pagoda
塘	[tòhng]\na pool
塘底凸	[tòhng dái dahk]\nstick at the bottom of the pool\n→水乾至見 [séui gōn ji gin] only appears when the pool dries up\n■someone who only appears when they need a favour, or when they have run out of money (water symbolises money).
塘底泥	[tòhng dái nàih]\nmud at the bottom of the pool\n→水乾至見 [séui gōn ji gin] only appears when the pool dries up\n■someone who only appears when they need a favour, or when they have run out of money (water symbolises money).
塘底特	[tòhng dái dahk]\nstick at the bottom of the pool\n→水乾至見 [séui gōn ji gin] only appears when the pool dries up\n■someone who only appears when they need a favour, or when they have run out of money (water symbolises money).
塘水滾塘魚	[tòhng séui gwán tòhng yùh]\n(boiling pond fish in the same pond water)\nan undesirable situation where people do business only among themselves rather than looking for business outside (there is only a limited amount of money to be made because the captial cannot grow).
塞	[sāk]\nto block
塞豆窿	[sāk dauh lūng]\n1. a small child, a young kid\n2. a short person
填	[tìhn]\nto fill in
填數	[tìhn sou]\n1. to try and make money to pay back a debt\n2. to replace money that one has taken secretly
填氹	[tìhn táhm]\n1. to try and make money to pay back a debt\n2. to replace money that one has taken secretly\n3. to deal with a problem
填鴨	[tìhn áap]\n(to feed duck)\nspoon-feeding (e.g. style of education)
境	[gíng]\nprospects, chances, situation, outlook
墟	[hēui]\nmarket
墟冚	[hēui haahm]\ncrowded, very bush
墨	[mahk]\nink
墨七	[mahk chāt]\na thief, a robber (old-fashioned usage).
墨魚	[mahk yùh]\n1. cuttlefish\n2. a vehicle emitting black exhaust fumes
墨魚站	[mahk yùh jaahm]\nvehicle emissions testing centre (taxi driver jargon)
士啤	[sih bē]\n(<spare)\nspare parts
士啤呔	[sih bē tāai]\n(<spare tyre)\na large stomach, a big belly
士多啤梨	[sih dō bē léi]\n1. strawberry\n2. a taxi stand in Tsim Sha Tsui, Kowloon (taxi driver jargon)
壹	[yāt]\none
壽	[sauh]\n1. long-life\n2. foolish
壽仔	[sauh jái]\na fool, an idiot
壽星仔	[sauh sīng jái]\n1. the "birthday boy", the one celebrating his birthday\n2. a fool, an idiot, a foolish boy
壽星公	[sauh sīng gūng]\n(the god of long life)\nthe "birthday boy", the one celebrating his birthday
壽星公吊頸	[sauh sīng gūng diu géng]\nthe god of longevity hangs himself\n→嫌命長 [yìhm mehng chèuhng] weary of his long life\n■to tempt disaster, to take a big risk
壽星女	[sauh sīng néui]\n1. the "birthday girl", the one celebrating her birthday\n2. a fool, an idiot, a foolish girl
壽頭	[sauh tàuh]\na fool, an idiot
壽頭壽腦	[sauh tàuh sauh nóuh]\nmuddle-headed, foolish
外	[ngoih]\noutside
外圍	[ngoih wàih]\nillegal betting
外快	[ngoih faai]\nan income from an extra job
外賣	[ngoih maaih]\n1. takeaway\n2. a nighclub hostess bought out from the club to have sex with the customer
多	[dō]\nmany
多事	[dō sih]\nnosy
多口	[dō háu]\n(too much mouth)\nto talk too much, talking too much nonsense.
多口水	[dō háu séui]\n(too much saliva)\nto talk too much; talking too much nonsense
多咀	[dō jéui]\ntalking too much.
多多事實	[dō dō sih saht]\n(many many facts)\nto be troublesome, over-talkative.
多得你唔少	[dō dāk néih m4 síu]\n(thank you for not a little)\nused to tell somebody that they have been a nuisance, that they have caused lots of trouble to the speaker, "Thanks for nothing!".
多手	[dō sáu]\n(many hands)\nfiddling, touching things (e.g. said of a naughty child).
多水	[dō séui]\njuicy (as a sexual reference to a woman).
多舊魚	[dō gāu yú]\n(one more piece of fish)\nmeaningless, superfluous, a euphemistic variant of 多鳩魚 dō gāu yùh.
多謝你咁好介紹	[dō jeh nèih gām hóu gaai siuh]\nthanks for the suggestion! (often used sarcastically).
多謝夾盛惠	[dō jeh gaap sihng waih]\n(thank you and much appreciated)\na rude way of refusing an offer, "thanks and no thanks".
多餘	[dō yùh]\nmeaningless, nonsensical, superfluous
多鳩餘	[dō gāu yùh]\nan obsecne expression describing something as for meaningless, nonsensical, superfluous, "fucking useless".
夜	[yeh]\na night
夜來香	[yeh lòih hēung]\n(night come fragrance)\nexcrement, "night soil", "shit"
夜冷	[yeh lāang]\na second-hand shop, a shop selling old or used goods
夜吹	[yeh chēui]\nto chat late at night, to be in contact at night
夜媽媽	[yeh mā mā]\nvery late at night
夜香	[yeh hēung]\n(night fragrance)\nexcrement, "night soil", "shit"
夜鬼	[yeh gwái]\na night-owl, an insomniac
夠	[gau]\nenough
夠pop	[gaau pōk]\nto be brave, to be fearless, to have enough guts
夠power	[gaau pāau á]\n(<power)\npower, tough
