??,??,chàaih tòih,"(to trample stage)1. to break up a show, to disrupt a performance2. to discourage somebody",,,,
???,???,a variant of ???chàaih w?a w?a,used to describe a group of people spending time together in a relaxed manner.,,,,
???,???,a variant of ???chàaih w?a w?a,used to describe a group of people spending time together in a relaxed manner.,,,,
???,???,chàaih w?a w?a,used to describe a group of people spending time together in a relaxed manner.,,,,
?,?,chaak,"1. to demolish2. to split3. to discuss, to talk over a problem, to negotiage",,,,
???,???,chaak chìh tóng,"(to break up ancestral hall)a curse directed against men (the equivalent of ""I'll cut your dick off"").",,,,
?????,?????,chaak chy?n s?i yèuhng geng,"(to uncover a kaleidoscope)to break up a conspiracy, to uncover an organised fraud",,,,
??,??,chaak dihm,"to settle a problem, to deal with an obstacle.",,,,
??,??,chaak dong,(to break stall)to break up a partnership.,,,,
??,??,chaak g?a,a distributor of drugs.,,,,
??,??,chaak gw?t,to attack someone. ,,,,
???,???,chaak j?u pàaih,(to destroy the signboard)to ruin the reputation of the owner of a business by complaning.,,,,
?,?,multiple readings,[ch?am] to participate [s?m] 1. ginseng2. the victim of a kidnapping,,,,
?,?,ch?an, a meal,,,,
??,??,ch?an sí,"(<chance)chance, opportunity",,,,
????,????,ch?an wán ch?an sihk,"(food found, food eaten)to be very poor, living from hand to mouth.",,,,
???????,???????,ch?an wán ch?an sihk ch?an ch?an ch?ng,"(food found, food eaten, meal meal cleared)to be very poor, living from hand to mouth.",,,,
?,?,ch?ang/chaang,"1. to support, to back up2. to prop up3. to punt (a boat)4. to evade responsibility4. to tolerate5. to discuss, to talk, to negotiate",,,,
??,??,ch?ang y?u,(to support the waist)to support to back up.,,,,
???,???,chaang dou hàhng,to support to the utmost,,,,
??,??,chaang hàahng,"to discuss, to negotiate, to seek a deal or compromise.",,,,
???,???,chaang tói geuk,"(to support table foot)1. to have a meal with one's lover2. to have a meal, to have drinks with a good friend",,,,
???,???,chaang tói geuk,"(to support table foot)1. to have a meal with one's lover2. to have a meal, to have drinks with a good friend",,,,
?,?,chaap,to insert,,,,
????,????,chaap hyut wàih màhng,(pricking the finger)a stage in the triad initiation ceremony in which the middle finger of the left hand is pricked and the blood used to make a ritual wine (traditional triad jargon).,,,,
?????,?????,chaap j?m d?u m4 yahp,"(too tight to put a needle in)1. small, tight, crowded2. frigid, sexually unresponsive (woman).",,,,
??,??,chaap kèih,(to plant flag)to claim territory,,,,
??,??,chaap ngáahn,"to poke the eyes with the fingers, to attack someone's eyes with one's fingers during a fight.",,,,
??,??,chaap séui,"1. to pretend to be fouled, to ""take a dive"" (soccer jargon)2. to jump the queue (truck driver jargon)",,,,
????,????,chaap yihk nàahn f?i,to be unable to escape,,,,
?,?,chaat,"1. to rub2. to eat; to eat greedily, to have a satisfying meal, ""to stuff oneself"".",,,,
???,???,chaat ch?an gihng,to eat with enjoyment,,,,
???,???,chaat cho hàaih,(to shine the wrong shoe)to fail to please one's boss.,,,,
??,??,chaat hàaih,"(to shine shoes)to be obsequious, to be a flunky.",,,,
???,???,chaat hàaih gáu,(shine shoe dog)1. a flunky2. an obsequious person3. someone who curries favour,,,,
???,???,chaat hàaih jái,(shine shoe dog)1. a flunky2. an obsequious person3. someone who curries favour.,,,,
???,???,chaat y?t ch?an,"to eat with enjoyment, to eat a satisfying meal; to ""stuff oneself"".",,,,
?,?,ch?au,to copy,,,,
??,??,ch?au pàaih,to check a driver's license or number plate (police).,,,,
?,?,cháau,"1. to stir-fry2. to speculate (in property, on the stockmarket)3. to dismiss an employee4. to get mixed up with, to hang out with, to get involved with (e.g. a particular kind of person)5. to beat up, to clash with, to fight against",,,,
??,??,cháau ch?,(to stir-fry car)1. a car crash2. to have a serious car-crash,,,,
???,???,cháau daaih wohk,(to stir-fry big wok)a big confrontation,,,,
???,???,cháau gú piu,(to stir-fry share certificate)to speculate in stocks and shares,,,,
????,????,cháau h?a chaak háaih,"(to stir-fry prawn fry crab)to use bad language, to swear",,,,
??,??,cháau héi,"1 to fight up, to beat up2 to kick someone (in soccer).",,,,
????,????,stir-fried a wok,to have made a real mess of things,,,,
??,??,cháau láu,(to stir-fry flat)to speculate in real estate,,,,
?????,?????,cháau lóuh sai yàuh yú,(to stir-fry boss squid)to quit a job,,,,
???,???,cháau m?a jín,(to stir-fry margins)to speculate through margin trading,,,,
????,????,cháau màaih y?t dihp,"1. to be involved in a smash-up2. to beat up, to smash a group",,,,
??,??,cháau n?ng,(to stir-fry scorched)to lose through speculation.,,,,
???,???,cháau wohk gihng,1. to have a serious fight2. to have a serious argument,,,,
???,???,cháau wòhng ngàuh,"(to stir-fry yellow cow)to sell tickets at an inflated rate, to be a ticket tout, to be a ticket scalper",,,,
????,????,cháau y?t wohk suhk,"to beat up badly, to thrash someone",,,,
??,??,cháau yáu,(fry guy)a speculator,,,,
??,??,cháau yáu,(to stir-fry squid)to dismiss an employee,,,,
???,???,cháau yáu yú,(to stir-fry squid)to dismiss an employee,,,,
??,??,cháau yéh,"1. to argue with2. to fight with3. to have sex, to ""make out"".",,,,
?,?,chaau,"to search, to search for, to check, to look through, to seek",,,,
?,?,chàauh,a den,,,,
?,?,chàhn,1. a surname2. to arrange,,,,
?,?,chaht,1. a vulgar or obscene term for the penis2. stupid,,,,
?fing fing,?fing fing,a variant of ???chaht fihng fihng,(prick wave wave)someone who continually does stupid things without realizing it.,,,,
???,???,chaht fihng fihng,(prick wave wave)someone who continually does stupid things without realizing it.,,,,
???? ,???? ,chaht háah chaht háah,"an obscene expression for extremely stupid, very stupid, ""fucking stupid"".",,,,
??,??,chaht tàuh,"an obscene insult for a fool, ""dickhead""",,,,
???,???,chaht tàuh pèih,"(dickhead skin)a stupid idiot, a ""dickhead"".",,,,
?,?,chai,1. to physically assault2. to have sex with,,,,
??,??,chai d?i,"to defeat, to beat",,,,
???,???,chai géi hy?n,to play mahjong,,,,
????,????,chai s?ang jy? yuhk,"(to lay on raw pork meat)1. to set someone up2. to fabricate a charge or falsify evidence against a suspect (to ""frame"" someone).",,,,
?????,?????,chai sahp wohk baat wohk,"to have sex a number of times, to ""screw"" several times.",,,,
?,?,cham,to talk in a boring way,,,,
??,??,cham hei,1. to offer repetitive advice2. to repeat oneself.,,,,
??,??,ch?n,relatives,,,,
???,???,ch?n ch?k dou,one's period has arrived,,,,
???,???,ch?n ch?k g?n,a sanitary napkin,,,,
????????,????????,ch?n s?ang jái b?t yùh gahn s?n chìhn,(one's own son is not as close as one's own money)having one's own money is safer than relying on one's children.,,,,
?,?,chán,"1. to examine2. to have sex, to ""screw""",,,,
?,?,chán,"to have sex, to ""screw""",,,,
?,?,chan,to make a match,,,,
??,??,chan g?a,1. in-laws2. an enemy,,,,
?,?,chan,to avail oneself of,,,,
????,????,chan fó dáa gip,(to steal under the cover of fire)to take advantage of a chaotic situation for one's own benefit.,,,,
??,??,chan h?ui,(to hang out at the market)to join in the fun,,,,
??????,??????,"chan kèuih behng, ló kèuih mehng","(to take someone's life when they are sick)to exploit someone's misfortune, to hit someone when they are down.",,,,
??,??,chan sáu,"to act quickly, to respond rapidly when the time is right.",,,,
???,???,chan yiht naauh,to enjoy a crowd,,,,
?,?,ch?t,"1. seven2. euphemistic form of ? chaht ""prick"".",,,,
????,????,ch?t ch?t baat baat,"(seven seven eight eigth)almost, more or less, nearly complete, nearly ready",,,,
??,??,ch?t chói,"(seven colours)1. extremely2. chaotic, messy, in a mess, out of control",,,,
???,???,ch?t g? l?k,"an obscene insult, a fool, ""dickhead""",,,,
????,????,ch?t gwok gam lyuhn,"(as chaotic as the Warring States period)chaotic, out of control",,,,
????,????,ch?t háh ch?t háh,stupid,,,,
??,??,ch?t jái,(seven boy)7-11 convenience store,,,,
????,????,ch?t jéui baat sit,(seven mouths eight tongues)everyone talking at once.,,,,
????,????,ch?t lóuh baat saph,(seven old eighty)very old,,,,
??,??,ch?t l?k,"(seven pieces)a fool, an idiot",,,,
?,?,ch?u,autumn,,,,
?/?,?/?,ch?u,"1. to pull2. to beat up, to hit, to fight3. to draw out4. to take out",,,,
????,????,ch?u d?k léuhng jéui,to be a good fighter,,,,
??,??,ch?u g?n,(epileptic fit)1. to have a fit2. to lose one's temper,,,,
???,???,ch?u hauh geuk,(to pull the back leg)1. to use someone's words in support of an attack against them2. to pick up on what someone has said before and use it to attack them in a new set of circumstances.,,,,
??,??,ch?u séui,(to pull water)1. to take verbal or sexual advantage of someone2. to take away a portion of something3. a tip given to staff in casino from successful gamblers4. to charge a fee to mahjong players for providing a venue and food to the players.,,,,
??,??,ch?u tàuh,1. to withdraw2. to run away3. to do a U-turn,,,,
?,?,cháu,ugly,,,,
???????,???????,cháu fúh j?ng s?ui gin g?a y?ng,(an ugly woman still has to meet her husband's father)to have to do something one would prefer not to do.,,,,
??,??,cháu gwaai,ugly,,,,
???,???,cháu séi gwái,"embarassing, disgraceful, annoying",,,,
?,?,chau,smelly,,,,
??,??,chau baat,a nasty or unpleasant person,,,,
???,???,chau baat g?ng,"an unpleasant gossip, a low-life (male)",,,,
???,???,chau baat pòh,"a generic insult for a woman, an unpleasant gossip, a ""smelly bitch"".",,,,
???,???,chau b?ng b?ng,"smelly, stinking",,,,
??,??,chau dong,bad-tempered,,,,
??,??,chau fo,"a generic insult, a ""bitch""",,,,
?????,?????,chau ?ng ch?ut chau chóu,(a smelly jar grows smelly grass)a person of inferior background and low character,,,,
?????,?????,chau h?ang ch?ut chau chóu,(a smelly ditch grows smelly grass)a person of inferior background and low character,,,,
??,??,chau f?i,"a rascal, a street gangster",,,,
??,??,chau g?u,"1. an unimportant person, a person with no influence or status2. an annyoing person, a pest",,,,
???,???,chau h?ng h?ng,"smelly, stinking",,,,
??,??,chau háu,(smelly mouth)1. a person who uses bad language2. a person who boasts3. to use coarse or inappropriate language,,,,
????????,????????,chau jy? tàuh yáuh màhng beih pòuh saat,"(a stinking pig head will have its Bodhisattva with a blocked nose)every offer, however bad, will find its taker.",,,,
??,??,chau m?i,"a nasty young woman or girl, a ""little bitch"".",,,,
???,???,chau nàahm yán,"a man of bad character, a ""low-life"".",,,,
???,???,chau pèih hei,bad tempered,,,,
??,??,chau sei,"(smelly four)1. a useless or stupid person2. an unimportant person, a person with no influence or status.",,,,
?,?,chau,to come, to gather together,,,
??,??,chau kíu,"by coincidence; it so happens, it so happened.",,,,
??,??,chau ng?am,"by coincidence; it so happens, it so happened.",,,,
?,?,chàuh,to prepare for,,,,
??,??,chàuh kèih,to pool money,,,,
?,?,ch?,a vehicle,,,,
???,???,ch? daaih paau,(to drive big cannon)1. to tell a lie2. to boast,,,,
???,???,ch? tàuh d?ng,"(car head lights)big breasts, ""big boobs""",,,,
????,????,ch? t?n ch? deih,"to boast, to brag",,,,
?,?,ché,to pull,,,,
???,???,ché báa l?a,"used to tell someone to leave, or that the addressee should leave, ""let's get away!""; ""get lost!"".",,,,
??,??,ché fó,"(to pull fire)1. to get angry, to lose one's temper2. to insult or argue with someone.",,,,
??,??,ché kèih,(to hoist a flag)to get an erection,,,,
?lin?,?lin?,ché l?n kèih,(to hoist lotus flag)to have one's nipples get stiff,,,,
???,???,ché lohk séui,"to ruin someone, to drag someone down, to bring someone down",,,,
???,???,ché m?au mèih,(to pull a cat's tail)two people supporting each other's stories in order to avoid a problem, to lie one's way out of a problem.,,,
????,????,ché m4 màaih l?an,(cannot be pulled back to the tavern)1. totally unrelated2. talking at cross purposes,,,,
???,???,ché pèih tíu,"(to pull leather piece)to scout around for customers (of or on behalf of prostitutes), to solicit; a pimp",,,,
???,???,ché saai kèih,(to hoist a flag)to get an erection,,,,
????,????,ché sin g?ng jái,"(puppet)a person or organisation which is under the close control of someone else and cannot make its own decisions, a ""puppet"".",,,,
???,???,ché tàuh laahm,"(to pull the first cable)to go first, to take the lead.",,,,
?,?,chèh,bad, evil,,,
??,??,chèh,an evil atmosphere,,,,
??,??,chèh pàaih,"(pervert party)1. erotic, lewd (""dirty"")2. a hostess, a call girl3. young girls who hang out in video game parlours.",,,,
????,????,chèh pàaih dihn yíng,a pornographic film,,,,
?,?,chek,a foot (unit of measurement),,,,
?,?,chek,1. red2. painful,,,,
??,??,chek chyúh,1. Stanley2. a prison (after a prison on Hong Kong island at Stanley),,,,
????,????,chek chyúh nìhn wàah,to have sex with a minor ,,,,
?,?,ch?ng/ch?ng,green,,,,
?BB,?BB,ch?ng b? b?,green,,,,
??,??,ch?ng háaih,(green crab)a Hong Kong ten-dollar note.,,,,
????,????,ch?ng leng baahk jehng,"(green, pretty, white, clean)good-looking, with delicate pale skin",,,,
??,??,ch?ng mìuh,(green spout)vegetables,,,,
??,??,ch?ng s?,(green thread)hair,,,,
???,???,ch?ng tàuh jái,(green head boy)a young unmarried man, a young male virgin,,,
????,????,ch?ng s?an ch?ut làih,"(just out of Castle Peak psychiatric hospital)crazy, weird, mad",,,,
?,?,chéng,to invite,,,,
??,??,chéng che?ng,to ask other people to do something that one should do oneself.,,,,
??,??,chéng che?ng,to ask other people to do something that one should do oneself.,,,,
??,??,chéng típ,1. invitation card2. a parking ticket,,,,
????,????,chéng yám gaa f?,(to invite for coffee)to bring a suspect in for questioning (ICAC),,,,
?,?,chèuhn,to patrol,,,,
??,??,chèuhn chéung,"to watch over a gambling den, to keep an eye on the gamblers to make sure they are not cheating.",,,,
?,?,chéung,"1. an area2. a business, bar, nightclub, place of entertainment, traid headquarters, etc.",,,,
??,??,chéung háu,"a business, a bar, nightclub, place of entertainment, traid headquarters, etc.",,,,
?,?,chéung,long,,,,
??,??,chéung ch?ng,(long warehouse)to hold shares long term (financial jargon).,,,,
??,??,chéung hei,(long air)talkative, mumbling,,,
??,??,chéung lèuhng,(long pay)pension (of civil servant),,,,
??,??,chéung m?u,"""long hair"", a common nickname",,,,
???,???,chéung mòuh chaahk,(long hair robber)a man with long hair,,,,
???,???,chéung s?ng báan,(long life planks)a coffin,,,,
???,???,chéung s?ng dim,(long life shop)shops selling coffins and merchandise for funeral rituals (euphemism).,,,,
??????,??????,chéung tung b?t yùh dyún tung,"(long-term pain is worser than short-term pain)it's better to endure pain in the short-term than to suffer long-term, to act decisively to end a problem",,,,
?,?,ch?ui,"1. to blow2. to perform fellatio on, to give a ""blow job"" to",,,,
???,???,ch?ui b? b?,1. a breathalyser test2. to take a breathalyser test (to determine whether a driver is over the legal limit of alcohol),,,,
??,??,ch?ui baau,"1. annoying, irritating, infuriating2. to perform fellatio on",,,,
???,???,ch?ui b?ng b?m,"an expression of disrespect or indifference to a warning or a threat, ""what do I care?"".",,,,
????,????,ch?ui d?k ngóh jeung,"the speaker is not to be provoked, the speaker is not affected by insults or threats",,,,
"????,????","????,????","ch?ui d?k ngóh jeung, l?ai d?k ngóh chèuhng","the speaker is not to be provoked, the speaker is not affected by insults or threats",,,,
??,??,ch?ui f?ng,(to blow wind)a rumour,,,,
??,??,ch?ui g?i,"(to blow the whistle)to get help, to call out one's fellow gang members for support",,,,
???,???,ch?ui hàhng saai,used in reporting a rumour that has circulated widely.,,,,
???,???,ch?ui háu kàhm,"(to play the harmonica)1. to perform cunnilingus2. to take drugs by using a matchbox, to inhale heated heroin from a matchbox",,,,
??,??,ch?ui jeung,"(to blow and inflate)to be boiling over with anger, to be livid.",,,,
???,???,ch?ui laa b?a,"1. to blow the trumpet2. to drink (beer, etc.) straight from the bottle.",,,,
??,??,ch?ui m?,"an expression of disrespect or indifference to a warning or a threat, ""what do I care?"".",,,,
???,???,ch?ui m4 jeung,1. to be unable to control someone's behaviour2. used to show that the speaker cannot be provoked into anger,,,,
??,??,ch?ui ngàuh,(to blow cow)to boast,,,,
??,??,ch?ui séui,(to blow water)1. to talk nonsense2. to chat3. to prevaricate,,,,
?????,?????,ch?ui séui m4 maat jéui,"to talk bullshit; to lie, to tell big lies",,,,
????,????,ch?ui s?k sih f?ng,to play the saxophone,,,,
??,??,ch?ui s?u,(to blow the flute)fellatio, to perform fellatio.,,,
????,????,ch?ui y?t lèuhn séui,"to have a chat, to ""shoot the breeze"".",,,,
?,?,ch?ui,to hasten,,,,
???,???,ch?ui ch?ui gung,used to object to somebody telling one to hurry up.,,,,
??,??,ch?ui g?k,"to expedite, to give a boost in order to achieve a short-term goal.",,,,
???,???,ch?ui mehng fùh,(a written Taoistic spell which is supposed to hasten a person's death)a person who is always pressing others to complete something or do something.,,,,
???,???,ch?ui mehng gwái,a person who is always pressing others to complete something or do something.,,,,
?,?,cheui,"1. crisp2. weak, easy to defeat",,,,
???,???,cheui b?k b?k,crispy in texture.,,,,
?,?,cheui,fun,,,,
??,??,cheui ji,cute,,,,
?,?,chèuih,to get rid of,,,,
????,????,chèuih bahn yáuh j?ng,"in spite of the problems, there are still advantages to a particular activity, to running a particular business, etc.",,,,
???,???,chèuih chèh déui,"special police unit dealing with drugs, gambling and prostitution, ""vice squad"".",,,,
?,?,ch?uk,"1. to cauterise2. to have sex with, to get someone into bed3. to rape4. to physically assault someone, to beat some. ",,,,
??,??,ch?uk d?i,"to beat up, to finish off, to ""take down""",,,,
?,?,cheuk,spacious,,,,
??,??,cheuk tàuh,gimmick,,,,
?,?,ch?un,"1. spring2. used in expressions of exasperation or irritation, especially in combination with ? [m?t",,,,
????,????,ngaai m?t ch?un aa,What's the point?,,,,
??,??,ch?un d?i,"(Spring bag)scrotum, male genitalia",,,,
???,???,ch?un s?m duhng,(Spring heart move)to be attracted to someone, to be sexually aroused,,,
??,??,ch?un s?u,(Spring night)to have a night of sex,,,,
??,??,ch?un yeuhk,(Spring medicine)aphrodisiac ,,,,
?,?,chéun,stupid,,,,
??,??,chéun chòih,(stupid material)1. an idiot2. a person who is the victim of a trick or fraud. ,,,,
????,????,chéun gwo jek jy?,"(more foolish than a pig)very foolish, really stupid",,,,
??,??,chéun jy?,(stupid pig)a fool,,,,
??,??,ch?ung kwòhng,ferocious,,,,
?,?,chéung,to take by force,,,,
??,??,chéung geng,"(to snatch the mirror)to be photogenic, to steal the show",,,,
??,??,chéung jaahp,"(to snatch the gate)to rush to do something, to act prematurely",,,,
??,??,chéung ngáahn,"(to snatch the eyes)dazzling, eye-catching",,,,
??,??,chéung sáu,"to have a wide appeal, to have a big market ",,,,
???,???,chéung sáu fo,"to have a wide appeal, to have a big market",,,,
?,?,cheung,"1. to sing2. to gossip maliciously, to speak ill of",,,,
?K,?K,cheung k?i,"to have a karaoke session, to go to a karaoke bar",,,,
???,???,chueng s?ang saai,"to gossip, to spread a story or rumour, to repeat something to many different people",,,,
??,??,cheung s?ui,"to slander, to spread gossip about someone, to ""bad-mouth"".",,,,
???,???,cheung s?ung wóng,"(to sing a double flute)two people scheming together, two people expressing the same opinion.",,,,
?,?,ch?ut,to go out [chy?t]a dialectal or humorous variant of ch?ut,,,,
??,??,ch?ut chaak,(to leave register)1. to be discharged from prison2. to complete the police training course,,,,
??,??,ch?ut ch?n,to cheat,,,,
??,??,ch?ut chóng,"(to exit workshop)to leave hospital, to be released from hospital",,,,
??,??,ch?ut ch?ng,to win back (esp. money one has lost at gambling).,,,,
"????, ????","????, ????","yahp d?p chèuih fóng, ch?ut d?k t?ng tòhng","(can go into the living room or into the kitchen)a woman who is both socially accomplished and a good housewife, i.e. an ideal wife.",,,,
???,???,ch?ut f?a f?a,to trick someone,,,,
????,????,ch?ut f?an daahm hei,1. to get revenge on someone who has insulted or offended2. to get one's own back,,,,
??,??,ch?ut fó,"(to fire)sexual release, ejaculation; to come (sexually), to have an ejaculation",,,,
???,???,ch?ut f?ng tàuh,"to put oneself in the limelight, to show off, to attract attention to oneself.",,,,
??,??,ch?ut g?ai,"(to go out into the street)1. to go out2. to be broadcast (radio, films, TV programmes)3. (of a hostness) to leave a night-club with a customer, normally for sex.",,,,
???,???,ch?ut gú waahk,"to be cunning; to be untrustworthy, to trick, to double-cross.",,,,
???,???,ch?ut gú waahk,"to be cunning; to be untrustworthy, to trick, to double-cross.",,,,
??,??,ch?ut g?ng,to go to the toilet,,,,
??,??,ch?ut hei,to let off stream by losing your temper,,,,
???,???,ch?ut heui w?i,to go out for a good time.,,,,
??,??,ch?ut jaahp,(to exit the barrier)prostitute having finished with a client.,,,,
??,??,ch?ut j?p,(to exit juice)ejaculation,,,,
????,????,ch?ut jeuhn baak bóu,(to make use of a hundred treasures)to use all possible means,,,,
??,??,ch?ut j?ng,to work as a prostitute,,,,
???,???,ch?ut làih báai,to be a prostitute (triad jargon),,,,
???,???,ch?ut làih l?u,1. to start a career as a prostitute2. to being work as a nightclub hostess3. to start a life of crime,,,,
???,???,ch?ut làih hàahng,"(to go out walking)1. to make a living in the criminal underworld as a triad member, prostitute2. to have experience in the underworld and in gang-related matters3. to lead the life of a traid or gangster4. to make a career in the entertainment business",,,,
???,???,ch?ut làih pòuh,to go out for a good time,,,,
???,???,ch?ut làih jouh,1. to start a career as a prostitute2. to being work as a nightclub hostess3. to start a life of crime,,,,
??,??,ch?ut líu,"1. to have an ejaculation2. to show one's mettle3. to show what one is made of4. a challenge before a contest or a fight, ""come on! show me what you're made of!"".",,,,
??,??,ch?ut lòuh,"(oven fresh)1. newly issued, published, produced, selected, etc.2. a taks just completed, ""straight out of the oven"".",,,,
??liu,??liu,ch?ut lùhng l?u,(to take out trick)1. to cheat2. to perform tricks,,,,
??,??,ch?ut máah,"(to let out the horse)to tackle a situation, to deal with a problem.",,,,
?????,?????,ch?ut màaih yám náaih lihk,"to give all one's strength to achieve something, to give one's all.",,,,
??,??,ch?ut m?au,(to let out cat)to cheat in an examination,,,,
???,???,ch?ut m?au jái,"a cheat, someone who cheats in an examination; to cheat, cheating in an examination",,,,
??,??,ch?ut mín,(to send out face)to act for somebody because of one's goodwill.,,,,
???,???,ch?ut náah jáa,"1. to play tricks, to be dishonest2. to engage in trickery",,,,
???,???,ch?ut/chy?t saai wái,"(to go well beyond limits)1. extremely good2. beyond expectations3. to make a reputation for oneself, to gain power and status.",,,,
????,????,ch?ut s?ng yahp séi,"to go through life and death with someone, to live and die together.",,,,
??,??,ch?ut sáu,"to show one's ability in offering assistance, or in finding a solution to a problem.",,,,
??,??,ch?ut seuht,(to take out trick)1 to cheat2. to perform tricks,,,,
??,??,ch?ut s?u,1. to be in a show2. to perform (e.g. a concert),,,,
??,??,ch?ut tàuh,"1. to rise in power and status, to make a name for oneself2. to stand up for someone.",,,,
???,???,ch?ut wàahng sáu,"(to show an horizontal hand)to behave in an underhand manner, to act improperly.",,,,
??,??,ch?ut wái,"to make a reputation for oneself, to gain power and status",,,,
????,????,ch?ut yàhn tàuh deih,"to rise in power and status, to make a name for oneself",,,,
??,??,ch?ut yéh,to ejaculate,,,,
?,?,ch?,"1. to stick to2. mixed up3. crazy, to go crazy",,,,
??,??,ch? ch?an,"(to stick a meal)to have a meal at a relative's or a friend's place so that one does not have to pay for it, to sponge off one's friends. ",,,,
???,???,ch? ch? déi,a little crazy,,,,
???,???,ch? nahp nahp,sticky ,,,,
????,????,ch? ch? nahp nahp,sticky ,,,,
??,??,ch? fai,to an extreme extent,,,,
??,??,ch? g?a,"(to stick to the home)someone who likes to stay at home, a homebody.",,,,
???,???,ch? g?u sin,"very crazy, ""fucking crazy""",,,,
???,???,ch? júng jai,"crazy, mad, insane",,,,
???,???,ch? lán sin,"extremely crazy (""fucking crazy')",,,,
???,???,ch? leih g?n,(sticky tongue root)to lisp,,,,
???,???,ch? m?a g?n,crazy,,,,
???,???,ch? m? g?n?,"a question expressing aggression or scepticism, ""what's your problem?"", ""what are you getting so worked up about?"".",,,,
??,??,ch? s?n,"(sticky body)to stick to, to cling to, to stalk someone one is in love with.",,,,
????,????,ch? s?n ch? sai,"(sticky body, sticky gesture)to follow others around, to be ""clingy"", to be an unwanted companion",,,,
????,????,ch? s?n g?u yeuhk,"(cream that sticks to the body)1. someone who gets people entangled in schemes, problems2. a lover who is too dependent or ""clingy"".",,,,
??,??,ch? sin,crazy,,,,
???,???,ch? sin jái,"a young man who is mentally ill or perceived as behaving in an illogical or stupid way, a ""crazy kid"".",,,,
?,?,chi,a thorn,,,,
??,??,chi ch?ng,a tattoo,,,,
?,?,chìh,late,,,,
?????,?????,chìh làih s?n s?uhng ngohn,(late comers go ashore first)those who come last get served first (often used as a complaint against queue-jumpers).,,,,
?,?,chìh,compassion,,,,
???,???,chìh g? ding,"(kind of root vegetable, used on altars, especially when in giving thanks to the ancestors on birth of a boy}1. a boy2. a pet name for the penis",,,,
?,?,chìh,"1. a pool2. the common working area in an office, open-plan office space (insurance agent's jargon).",,,,
?,?,chìh,a shrine,,,,
??,??,chìh tóng,1. ancestral hall2. penis3. Stanley Prison on Hong Kong Island,,,,
?,?,chíh,to make use of,,,,
????,????,chíh suhk maaih suhk,(use closeness to sell closeness)to take advantage of a friendship (e.g. in business).,,,,
?,?,chíh,similar,,,,
????,????,chíh mòuh chíh yeuhng,(similar mode similar style)1. similar in form and style2. to be like the real thing.,,,,
?,?,chìhm,"1. to dive2. to hide oneself3. to study very hard, to ""swot"".",,,,
??,??,chìhm séui,"1. submerge in water2. to hide oneself3. to escape from law4. to cross the border illegally5. to go from Kowloon to Hong Kong (or vice versa) by way of one the cross harbour tunnels (taxi drive jargon for ""crossing the harbour"").",,,,
??,??,chìhm téhng,"1. submarine2. an anti-social student concerned only with studying, a ""book worm""",,,,
???,???,chìhm séui téhng,"1. submarine2. an anti-social student concerned only with studying, a ""book worm""",,,,
?,?,chìhn,formerly,,,,
???,???,chìhn hauh geuk,"(front legs and back legs)used to describe show business couples who wish to keep their relationshiops a secret, so they will not enter or leave a building together.",,,,
??,??,chìhn lòhng,"(front wave)the previous generation, the older generation.",,,,
??????,??????,chìhn sai l?u lyuhn gw?t tàuh,(bones mixed up in their previous lives)to be deadly enemies.,,,,
?,?,chìhng,a jar,,,,
????,????,chìhng chìhng taap taap,"(jars and urns)romantic, lovey-dovey (often used when the speaker is expressing a lack of interest in romantic matters).",,,,
????,????,chìhng chìhng taap taap,"(jars and urns)romantic, lovey-dovey (? chìhng puns with ? chìhng, which means affection or love) (often used when the speaker is expressing a lack of interest in romantic matters).",,,,
?,?,ch?n,a thousand,,,,
"????,??????","????,??????","ch?n gáan maahn gáan, gáan jeuhk go laahn d?ng jáan",to have made a bad choice out of a large number of possibilities (often used when talking of one's choice of spouse),,,,
"????,??????","????,??????","ch?n gáan maahn gáan, gáan jeuhk go laahn d?ng dáam",to have made a bad choice out of a large number of possibilities (often used when talking of one's choice of spouse),,,,
?,?,chín/chìhn,money,,,,
??,??,chìhn ?ng,"1. money jar2. Tsuen Wan, a place in western New Territories (taxi driver jargon)",,,,
?,?,ch?ng,pure,,,,
??,??,ch?ng ch?ng,"(clearance)1. clearance2. out of money, with funds all used up",,,,
???,???,ch?ng y?t s?k,(one pure colour)totally,,,,
?,?,ching,a scale,,,,
Cheap,Cheap,ch?p,"(<cheap)1. mean with money, mean-spirited2. low-quality3. of low character",,,,
Cheap??,Cheap??,ch?p dou bei,1. extremely cheap, vulgar,,,
?,?,chit,to cut off,,,,
???,???,chit b?n j?u,"to cut off the penis, used as a threat",,,,
??,??,chit chaht,"(to cut off prick)one will risk or bet everything (""I'll bet everything"", i.e. including my penis).",,,,
????,????,chit jó l?k yéh,(to cut off that thing)to cut off someone's penis,,,,
?????,?????,chit yuhk b?t lèih pèih,(cut flesh still sticks to the skin)blood is thicker than water.,,,,
?,?,ch?u,"1. to exceed2. glasses, spectacles3. to stare4. super5. an expression of anger, surprise or amazement (euphemistic form of ? díu)",,,,
??,??,ch?u jyuh,(to watch continually)to keep an eye on something or someone, to keep watch,,,
?????,?????,ch?u k?p g?m sáu jí,"(super goldfinger)an important police informer, one who can bring down a whole crime network by testifying against former associates, a ""supergrass"".",,,,
?????,?????,ch?u k?p jí dáan yàhn,(super bullet man)a man who reaches orgasm very quickly during sex.,,,,
