"此"	"<b>Tz'ŭ</b> is composed of 止 <i>chih</i> to stop, under which radical it is now classed, and 匕 <i>pi</i> a spoon. It originally meant to stop; and from this sense of arrestation it is an easy transition to the modern demonstrative value of the character.</p>"
"运"	"<b>Yün</b> is composed of the walking radical with 軍 <i>chün</i> military as phonetic. The latter is a corruption of 車 <i>ch'ê</i> or <i>chü</i> a chariot, and 勹 <i>pao</i> to enclose (under the old form it completely surrounds the chariot), suggesting a military encampment. <i>Yün</i> was originally pronounced <i>wên</i>, as still in the Canton dialect, and meant to change one's abode, to transport. Later on, from change it came to mean luck, fortune.</p>"
"穷"	"<b>Ch'iung</b> is composed of 穴 <i>hsüeh</i> a cave as radical, over 躬 <i>kung</i> body as phonetic. It originally meant extreme, limit; and later, without resource, poor.</p>"
"南"	"<b>Nan</b> is composed of an old word meaning abundant vegetation (<i>q.d</i>. the south), with 羊 <i>yang</i> sheep inserted as phonetic. It is now classed under radical 十 <i>shih</i> ten. The south is the standard point, as the north with us, of the mariner's compass, which has been known to the Chinese since the 12th cent. A.D., and is said to have been developed from a legendary ""south-pointing chariot"" given to tribute-bearing envoys from Tongking more than a thousand years B.C. Chinese houses are as far as possible duly oriented, facing the south.</p>"
"北"	"<b>Pei</b> was originally composed of two men, back to back. How it came to mean north is not clear. It is now classed under radical 匕 <i>pi</i> a spoon.</p>"
"西"	"<b>Hsi</b> was originally composed of a bird roosting on a tree, which was thought sufficient to suggest the time for roosting when the sun is in the western sky; hence, by an aphetic process on a gigantic scale, the west. It is now classed under radical 襾 <i>hsia</i> to cover.</p>"
"东"	"<b>Tung</b> is explained as 日 <i>jih</i> the sun among the 木 <i>mu</i> trees as radical. The east is the place of honour, and 東家 <i>tung chia</i> is the master of a house. The phrase 東西 <i>tung hsi</i> east-west means a thing, and it is an insult to say that a man is not a thing, implying that he is only raw material.</p>"
"应"	"<b>Ying</b> is composed of 心 <i>hsin</i> heart as radical, with an old form of 鷹 <i>ying</i> a falcon as phonetic. It means to respond, as to a call for services, etc. Read <i>ying</i><sup><small>1</small></sup> it means ought, proper.</p>"
"乎"	"<b>Hu</b> is composed of 兮 <i>hsi</i> an emphatic particle, with 丿 <i>p'ieh</i> (obsolete) as radical. It is defined as ""language surplus"" or expletive, is an interrogative particle, and has also several prepositional values.</p>"
"中"	"<b>Chung</b> is an obvious ideogram, classed under the obsolete radical 丨 <i>kun</i> to pass through. Read <i>chung</i><sup><small>4</small></sup> it means to middle, <i>i.e</i>. to hit the middle, to attain.</p>"
"水"	"<b>Shui</b> originally meant level. It is a picture of flowing water; it influences the north, and is the name assigned to the planet Mercury. It usually appears in composition as 氵 on the left.</p>"
"火"	"<b>Huo</b> is a picture of flames; it influences the south, and is the name assigned to Mars. When at the bottom of a character, in combination, it is expressed by four dots.</p>"
"木"	"<b>Mu</b> was originally written with the horizontal line bent upwards at each end; it was thus a picture of branches in the air and roots in the ground. It influences the east, and is the name assigned to the planet Jupiter.</p>"
"金"	"<b>Chin</b> is composed of 土 <i>t'u</i> earth, with two lumps inserted to represent ore, and 今 <i>chin</i> now, present, which gives the sound. It is specially the yellow metal, which knows no defilement and may be melted again and again without losing weight, <i>q.d.</i> gold. It is also commonly used to mean silver, as in money calculations in which gold does not appear. It influences the west, and is the name assigned to the planet Venus.</p>"
"土"	"<b>T'u</b> is supposed to be a picture of plants springing from the soil. It is the name assigned to the planet Saturn.</p>"
"行"	"<b>Hsing</b> is supposed to represent two steps, the three strokes on the left being a step with the left foot, known as the double-man radical , and those on the right a step with the right foot. It means to walk, to act, to operate. Read <i>hsing</i><sup><small>4</small></sup> it means conduct; and read <i>hang</i><sup><small>2</small></sup>, a row, a series, from which is taken the word <i>hong</i>, a place of business. </p><table style=""margin:auto; text-align:center;""><tbody><tr><td style=""width:1em""><b>68.</b></td><td style=""padding-bottom:1em;""><span id=""line68""></span>"
"仁"	"<b>Jen</b> is composed of 人 <i>jen</i> man and 二 <i>êrh</i> two, and is defined as love. This was explained in the tenth century A.D. to mean love for one's two neighbours. Its ethical sense is an inward and spiritual love for all mankind, of which 義 <i>i</i> is the outward and visible manifestation. Charity, in the theological sense, seems to be the best rendering; love, which has been substituted for charity in the Revised Version of the New Testament, is wanted for more general purposes. Zottoli has ""pietas.""</p>"
"智"	"<b>Chih</b> is composed of 知 <i>chih</i> to know as phonetic, above 日 <i>jih</i> the sun as radical, being a corruption or contraction of an earlier and more complicated form which is explained as knowledge of language.</p>"
"信"	"<b>Hsin</b> was originally composed of 言 <i>yen</i> words as radical, with 心 <i>hsin</i> heart on the right, giving a more satisfactory ideogram of truth than the modern form, which is classed under radical 人 <i>jen</i> man.</p>"
"常"	"<b>Ch'ang</b>, which is also read <i>shang</i>, is composed of <i>shang</i> as phonetic, and 巾 <i>chin</i> a cloth, a towel, as radical. It means constant, long-enduring, something which is always present even though obscured by neglect. The term virtue is our nearest equivalent to the extended sense.</p>"
"容"	"<b>Jung</b> is composed of radical 宀 <i>mien</i> meaning a covered place, a room, and 谷 <i>ku</i> a valley. It means to hold, to contain,—a property both of rooms and valleys, says a native philologer,—and by extension to tolerate.</p>"
"紊"	"<b>Wên</b> is composed of 文 <i>wên</i> streaks as phonetic, with 糹<i>ssŭ</i>, silk as radical. It signifies confusion such as that of a tangled skein, but something more is required to bring out the sense, which is that no one can be allowed to shirk the practice of the five virtues in however trifling a degree. Julien has, ""These cardinal virtues must not be confounded (disturbed in their order);"" Père Zottoli, ""ista quinque officia non patiuntur perturbari;"" and Eitel, ""<i>These</i> are the <i>five constant</i> factors of morality, which do <i>not admit</i> of any <i>confusion</i>."" All three renderings are obviously inadequate.</p>"
"稻"	"<b>Tao</b> is composed of 禾 <i>ho</i> grain and a common phonetic. It was anciently applied to glutinous rice, but is now used of common rice.</p>"
"粱"	"<b>Liang</b> is composed of 米 <i>mi</i> rice as radical, below a contraction of 粱 <i>liang</i> as phonetic. It is the millet of north China, ""distinguished from the panicled millet by its long and dense compound spikes."" <i>Bretschneider.</i></p>"
"菽"	"<b>Shu</b> is composed of 艸 <i>ts'ao</i> vegetation, with 叔 <i>shu</i>, originally to gather, now a father's younger brother, as phonetic. It is ""a collective name for leguminous plants and their seeds."" <i>Bretschneider</i>.</p>"
"麦"	"<b>Mai</b> is composed of 來 <i>lai</i> to come, over an obsolete radical 夊 <i>sui</i> to walk slowly, and is now itself a radical. It is subdivided into 大 <i>ta mai</i> barley, and 小 <i>hsiao mai</i> wheat.</p>"
"黍"	"<b>Shu</b> is composed of 禾 <i>ho</i> grain, with a contraction of 雨 <i>yü</i> rain as phonetic. It is specially mentioned as being sticky, and is said to have been called <i>shu</i> because it was planted during the 大暑 <i>ta shu</i> great heat. It is now a radical.</p>"
"稷"	"<b>Chi</b> is composed of 禾 <i>ho</i> grain and a phonetic associated with husbandry, as might be inferred from its composition. It is called the chief of the five grains.</p>"
"六"	"<b>Liu</b> is composed of 八 <i>pa</i> eight below the old pictorial form of 上 <i>shang</i> above, which was anciently represented by a line above a line. It is the number of change, the female numbers strengthening at six to reach their climacteric at eight， and is now classed under radical 一 <i>i</i> one.</p>"
"谷"	"<b>Ku</b> is composed of 禾 <i>ho</i> grain as radical, and a phonetic. It stands for cereals in general, and comes to have such meanings as alive, happy, which are apparently based upon the possession of grain.</p>"
"食"	"<b>Shih</b>, the composition of which is disputed, seems to have originally meant a grain of rice. It is now a radical, and read <i>ssŭ</i><sup><small>4</small></sup> it means food. </p>"
"马"	"<b>Ma</b> is one of the stock pictures in the Chinese written language. The four dots, elsewhere used for 火 <i>huo</i> fire , are of course the legs. They also do duty for the legs and wings of 鳥 <i>niao</i> a bird, and for the fins of 魚 <i>yü</i> a fish. It is now a radical.</p>"
"牛"	"<b>Niu</b> was also a picture character under its old form, which may be produced by removing the dash at the left-hand top corner and turning up the ends of the upper horizontal so as to resemble horns.</p>"
"羊"	"<b>Yang</b> stands in the north for sheep; in the south it is more widely applied to the goat, also known as 山羊 <i>shan yang</i> mountain sheep. Confucius declared that <i>niu</i> and <i>yang</i> were both words formed after the likeness of the object intended. </p>"
"鸡"	"<b>Chi</b> is composed of 鳥 <i>niao</i> bird as radical, with 奚 <i>hsi</i> how? why? as phonetic. It is also written 雞, and is described as the bird which knows the time.</p>"
"犬"	"<b>Ch'üan</b> seems to have greatly impressed Confucius. He said it was a perfect picture of the animal, meaning of course the old form.</p>"
"豕"	"<b>Shih</b> is another picture, which likewise leaves much to the imagination, although bristles, feet, and tail are said to stand out distinctly.</p>"
"畜"	"<b>Ch'u</b> is composed of 玄 <i>hsüan</i> black, dark, mysterious , an epithet often applied to 天 <i>t'ien</i> the sky, and 田 <i>t'ien</i> cultivated fields, <i>i.e</i>. the black fields which nourish us. It means to feed, to nourish, to keep as animals; hence, brute beasts.</p>"
"饲"	"<b>Ssŭ</b> is composed of 食 <i>shih</i> to eat as radical, and 司 <i>ssŭ</i> to manage as phonetic. </p>"
"耕"	"Kêng is composed of 耒 lei a plough-handle (itself composed of 木 mu wood and 丰 chieh rank weeds) as radical, with 井 ching a well as phonetic. It has been alleged that the latter is really a corruption of 田, in which case the whole character would be an ideogram."
"田"	"T'ien is an obvious picture of fields laid out."
"户"	"Hu is a picture of a leaf of the 門 mên double door in use all over China."
"昧"	"Mei is composed of 日 jih sun as radical, with 未 wei negation as phonetic. Or the character may be regarded as an ideogram,—the negation of light."
"良"	"Liang is composed of a corruption of an obsolete word 畗 fu full, its old radical, with 亡 wang as phonetic. It is now classed under radical 艮 kên a limit."
"屠"	"T'u is composed of 尸 shih corpse as radical, with 者 chê (or chu) as phonetic."
"市"	"Shih is composed, under its old form, of 冂 chiung boundary, enclosure, as radical, with 及 chi to arrive (q.d. goods arriving at an enclosed space), with 之 chih abbreviated as phonetic. It is now classed under radical 巾 chin a towel."
"物"	"Wu is a picture of a signal staff with three streamers; hence the idea of a warning not to do something."
"食"	"Shih is composed of two obsolete characters meaning to bring together the fragrance of grain."
"免"	"Mien is not given in the Shuo Wên, and is supposed to be a contraction of an obsolete word with the same meaning."
"罪"	"Tsui was originally composed of 辛 hsin acrid and 自 tzŭ self. It has been suggested that the change was brought about by taboo, as in many other characters."
"喜"	"<b>Hsi</b> is composed of 口 <i>k'ou</i> mouth as radical and an obsolete word associated with joy. It appears in the <i>Shuo Wên</i> as a radical.</p>"
"怒"	"<b>Nu</b> is composed of 心 <i>hsin</i> heart as radical and 奴 <i>nu</i> slave as phonetic.</p>"
"哀"	"<b>Ai</b> is composed of 衣 <i>i</i> clothes with 口 <i>k'ou</i> mouth inserted in the middle as radical. This is a common arrangement. Eitel wrongly renders by ""grief.""</p>"
"惧"	"<b>Chü</b> is composed of 心 <i>hsin</i> heart as radical, with a phonetic made up of two 目 <i>mu</i> eyes over 隹 <i>chui</i> a short-tailed bird. The phonetic originally meant the glance of a kite, which would excite fear; hence it came to mean timid, and was probably used in early times without its present radical. One old form was two 目 <i>mu</i> eyes over 心 <i>hsin</i> heart. Some cheap editions erroneously read 樂 <i>lo</i>; hence Eitel's rendering ""pleasure.""</p>"
"爱"	"<b>Ai</b> was originally composed of 夊 <i>sui</i> to walk slowly as radical, with a phonetic made up of 旡 above 心, which phonetic was an independent and still earlier word meaning to love. It is now classed under radical 心 <i>hsin</i> heart, and answers to the French <i>aimer</i>, being used either in the sense of to love or to like.</p>"
"恶"	"<b>Wu</b> was originally written 亞 (now <i>ya</i> ugly, etc.), which is said to be a picture of two men bending their backs in disgust. It has several other readings, the most important being <i>o</i><sup><small>4</small></sup> wicked, loathsome.</p>"
"欲"	"<b>Yü</b> is composed of 谷 <i>ku</i> a valley as phonetic, and 欠 <i>ch'ien</i> to yawn, deficient, to owe.</p>"
"七"	"<b>Ch'i</b> is composed of 一 <i>i</i> one and 中 <i>chung</i> middle (corrupted), <i>q.d</i>. a slight trace of the Female Principle coming up in the middle and vitiating the Male Principle, seven being the numeral at which the male numbers (). It is now classed under radical 一 <i>i</i> one.</p>"
"情"	"<b>Ch'ing</b> is composed of 心 <i>hsin</i> heart and an important phonetic 青 <i>ch'ing</i>, which means the colour of nature in all its varying hues. One of its common significations is circumstances or facts of a case.</p>"
"具"	"<b>Chü</b> is composed of 貝 <i>pei</i> the pearl-oyster in a contracted form, and an obsolete word meaning the hands folded. It has two important senses, <i>viz</i>. to prepare, and all, every. For the latter, 俱 is now substituted.</p>"
"匏"	"<b>P'ao</b> is composed of 夸 <i>k'ua</i> extravagant as phonetic, with 包 <i>pao</i> to enclose as radical. The latter, which was originally a picture of the fœtus, is no longer a radical. Its place has been taken by 勹 <i>pao</i>, which was the picture of a man bending forward as if enfolding something. 瓜 <i>kua</i> melon is sometimes substituted for 夸 and takes the place of radical, the phonetic being in that case 包 <i>pao</i> to enclose.</p>"
"革"	"<b>Ko</b> means hides or skins without the hair on, parchment. The old form is said to be composed of 三十三 <i>san shih san</i> thirty-three, which is the number of years in a generation and the time required for a complete change of skin.</p>"
"石"	"<b>Shih</b> is regarded as the picture of an overhanging cliff, apparently with a boulder beneath it. It is used as a liquid and dry measure, representing in the latter a weight of 120 斤 catties.</p>"
"与"	"<b>Ssŭ</b> is a duplicated form of 糸 <i>mi</i> or <i>ssŭ</i>, and originally meant ten strands of silk as spun by the silkworm ().</p>"
"丝"	"<b>Yü</b> is composed of 舁 <i>yü</i> to raise and 与 <i>yü</i> to give, and originally meant several; hence, together, with, and, etc. It also means to give, to bestow, and is now classed under 臼 <i>chiu</i> a mortar as radical.</p>"
"竹"	"<b>Chu</b> is described as a grass which grows in winter, and under its old form is regarded as a picture of the object intended. </p><table style=""margin:auto; text-align:center;""><tbody><tr><td style=""width:1em""><b>88.</b></td><td style=""padding-bottom:1em;""><span id=""line88""></span>"
"八"	"<b>Pa</b> is explained as to separate, to divide, being a picture of two persons separating, turned back to back. It may well have been adopted as the symbol for 8 in reference to the obvious and easy divisibility of that unit; the Chinese however occupy themselves less with its origin as a numeral than with its fanciful position, a climacteric of the female numbers.</p>"
"音"	"<b>Yin</b> is a corruption of 言 <i>yen</i> words with a stroke inserted, and means regulated noise, <i>i.e.</i> musical sounds. These are arranged under eight heads. The gourd furnishes such instruments as the mouth-organ, earth the ocarina, skin the drum, wood the Castanet, stone the hanging musical-stone, metal the gong, silk the guitar, and bamboo the flute. </p>"
"高"	"<b>Kao</b> is used of height in both material and immaterial senses. It is supposed to present to the eye the semblance of looking up from a terrace or belvidere, and is here an adjective qualifying <i>tsu</i> ancestor understood.</p>"
"曾"	"<b>Tsêng</b> is composed of 八 <i>pa</i> to divide above, and 曰 <i>yüeh</i> to speak below, a middle portion which is said to be the phonetic. It is defined as a stretcher-out of language, from which we can understand its sense of past, finished, especially as applied to time, thus imparting a tense-value to verbs. With this meaning it is now read <i>ts'êng</i><sup><small>2</small></sup>, while read <i>tsêng</i><sup><small>1</small></sup> as above it means to add to, and here qualifies another <i>tsu</i>, understood. It is also a common surname , and is now classed under radical 曰 <i>yüeh</i>.</p>"
"祖"	"<b>Tsu</b> is composed of 示 <i>shih</i>, which is supposed to represent divine commands sent down from heaven, and 且 <i>ch'ieh</i>, which originally meant to set forth in sacrifice, <i>q.d.</i> worship of ancestors (). </p>"
"恩"	"<b>En</b> is composed of 心 <i>hsin</i> heart as radical and 因 <i>yin</i> cause as phonetic. It here covers the kindness of the father and the dutifulness of the child. Eitel renders it by ""kindliness,"" which leaves out the obligation of the child.</p>"
"从"	"<b>Ts'ung</b> was originally 从 two men side by side. It meant to listen to; hence its modern significations to follow, to agree with. </p>"
"兄"	"<b>Hsiung</b> is composed of 口 <i>k'ou</i> mouth over 人 <i>jen</i> man, and originally meant to grow.</p>"
"则"	"<b>Tsê</b> is composed of 貝 <i>pei</i> the pearl-oyster and 刀 <i>tao</i> knife (刂 in combination). It originally meant to classify, a sense said to be derived from the shells which were used as money in early days. Thence came the meaning of rule, method, to which must be added the conjunctional senses of then, in that case, etc.</p>"
"弟"	"<b>Ti</b> has been regarded as an altered form of 第 <i>ti</i> order, series, from which the sense of younger brother has been developed. It is also said to be the picture of a thong encircling a faggot. In colloquial, 兄弟 <i>hsiung ti</i> means younger brother, and 弟兄 <i>ti hsiung</i> means brothers."
"恭"	"<b>Kung</b> is composed of 共 <i>kung</i> all, collectively, as phonetic, with 心 <i>hsin</i> heart as radical.</p>"
"序"	"<b>Hsü</b> is composed of 广 <i>yen</i> a shelter, a house, as radical, with 予 <i>yü</i> to give, to yield, as phonetic. It originally meant the eastern and western walls in a house, which separated the inner from the outer portions. It then came to mean a school or asylum, and also the preface to a book.</p>"
"朋"	"<b>P'êng</b> is composed of two 月 <i>yüeh</i> moons, and is explained as ""those who have the same principles in conduct"". According to the Shuo Wên it is said to have been a form of 鳳 <i>fêng</i> phoenix, because the latter is the leader which all other birds follow. It is defined as ""of the same bent,"" recalling the ""idem velle atque idem nolle"" of Cicero. The <i>p'êng</i>, who is here regarded as the elder, should be kindly, and the <i>yu</i> should be trustful. The colloquial for friend is 朋友 <i>p'êng yu</i>. </p>"
"敬"	"<b>Ching</b> is composed of the obsolete radical 攴 <i>p'u</i> to tap, and an obsolete character which looks like 苟 <i>kou</i> but is really distinct. It means reverent; hence, the respectful attention which is due from a Prince to the representations of his Ministers and to the wishes of his subjects.</p>"
"忠"	"<b>Chung</b> is composed of 中 as phonetic and 心 <i>hsin</i> heart as radical, from which an idea of the sense may be deduced.</p>"
"同"	"<b>T'ung</b> is composed of 口 <i>k'ou</i> mouth, now its radical, and an obsolete word which formerly played that part. It originally meant to come together; hence, with, same, identical, etc.</p>"
"凡"	"<b>Fan</b> is composed of 二 <i>êrh</i> two, a pair, and an old form of 及 <i>chi</i> to reach, to arrive. It originally meant to embrace fully, hence all, mankind, the world, earthly, etc.; and it is now classed under radical 几 <i>chi</i> a table or bench. Its literal sense may be allowed to vanish here, though of course its influence remains.</p>"
"训"	"<b>Hsün</b> is composed of 言 <i>yen</i> words as radical, and 川 <i>ch'uan</i> streams (四川 <i>ssŭ ch'uan</i> the province of that name) as phonetic."
"蒙"	"<b>Mêng</b> is composed of 艸 <i>ts'ao</i> vegetation and an important phonetic. It was originally defined as 王女 <i>wang nü</i> prince's daughter, a name for wistaria, and came to mean in the dark, dull, stupid, the young, and then to teach. </p>"
"须"	"<b>Hsü</b> is composed of 頁 <i>yeh</i> head as radical and 彡 <i>shan</i> hair, feathers. It was formerly a radical and a picture of whiskers or beard, which was its original meaning; hence the modern 鬚 <i>hsü</i> a beard. It appears to have been phonetically borrowed to express a word <i>hsü</i> to want, need, etc., and has now given up its sense of hair on the face to the more complicated modern character. Is often incorrectly written 湏.</p>"
"讲"	"<b>Chiang</b> is composed of 言 <i>yen</i> words with a phonetic which governs a larger group of characters pronounced like itself <i>kou</i>.</p>"
"究"	"<b>Chiu</b> is composed of 穴 <i>hsüeh</i> a cave as radical with 九 <i>chiu</i> nine as phonetic. It is also used in the sense of judicial examination. </p>"
"详"	"<b>Hsiang</b> is composed of 言 <i>yen</i> words as radical and 羊 <i>yang</i> sheep as phonetic. It means to go into small details, to describe.</p>"
"诂"	"<b>Ku</b> is composed of 言 <i>yen</i> words as radical and 古 <i>ku</i> ancient as phonetic. It means to trace out original sources; hence, to adduce evidence in support of an interpretation, etc. </p><table style=""margin:auto; text-align:center;""><tbody><tr><td style=""width:1em""><b>110.</b></td><td style=""padding-bottom:1em;""><span id=""line110""></span>"
"名"	"<b>Ming</b> is an ideogram formed by juxtaposition of 日 <i>jih</i> the sun, its modern radical, and 月 <i>yüeh</i> the moon , and means bright.</p>"
"句"	"<b>Chü</b> was originally composed of 口 <i>k'ou</i> mouth and 丩 <i>chiu</i> to connect as phonetic, and meant crooked. It was pronounced <i>chü</i> and <i>kou</i>, for the latter sound 勾 being substituted later on, with diverging meanings. It is now classed under radical 勹.</p>"
"读"	"<b>Tou</b> is more commonly <i>tu</i><sup><small>2</small></sup> to read, to study. </p>"
"必"	"<b>Pi</b> is composed of 八 <i>pa</i> to divide , its old radical, and 弋 <i>i</i> a sharpened stake, to shoot with a bow, as phonetic. It originally meant division to the uttermost limit, from which it is possible to obtain a glimmering of the modern sense of necessity.</p>"
"小"	"<b>Hsiao</b> is said to be composed of 八 <i>pa</i> to divide , with a vertical line in the middle representing unity ; hence, minute.</p>"
"终"	"<b>Chung</b> is composed of 系 <i>ssŭ</i> silk as radical and 冬 <i>tung</i> winter as phonetic. It was originally written without the radical silk; in other words, <i>tung</i> winter, the end of the year, was made to do duty for <i>chung</i> end. The latter character, as it stands, is explained in the <i>Shuo Wên</i> as 絿絲, and the point is further obscured by the definition of 絿 in the same work, namely = 急 <i>chi</i> flurried, wrongly rendered ""remiss"" by Dr. Legge in his translation of the <i>Odes</i>, p. 641. </p>"
"四"	"<b>Ssŭ</b> ) as phonetic, and meant to make known. This was subsequently contracted to the modern character and classed under 曰 <i>yüeh</i> to speak as radical. </p>"
"书"	"Shu was originally composed of 聿 lü or yü a stylus, with 者 chê as phonetic, and meant to make known. This was subsequently contracted to the modern character and classed under 曰 yüeh to speak as radical. "
"论"	"<b>Lun</b> is composed of 言 <i>yen</i> words and an important phonetic.</p>"
"语"	"<b>Yü</b> is composed of 言 <i>yen</i> words as radical, and 吾 <i>wu</i> I (吾 <i>wu</i> five and 口 <i>k'ou</i> mouth) as phonetic, and means talk.</p>"
"二"	"<b>Erh</b> is the number of earth, though in 五 <i>wu</i> five it is made to do duty for heaven and earth. It is the first of the female numbers, and represents the mating of 一 <i>i</i> one.</p>"
"篇"	"<b>P'ien</b> is composed of 竹 <i>chu</i> bamboo as radical, with 扁 <i>pien</i> flat as phonetic. It means the flat bamboo tablet on which books were written with a stylus before the invention of the hair brush, and is now used either of a section or of a single leaf of a book. </p>"
"群"	"<b>Ch'ün</b> is composed of 羊 <i>yang</i> sheep as radical, with 君 <i>chün</i> prince as phonetic. It is the common term for a flock of sheep, a crowd of people, etc.</p>"
"记"	"<b>Chi</b> is composed of 言 <i>yen</i> words as radical with 己 <i>i</i> already as phonetic. It originally meant to state, and now means to record, to remember."
"言"	"<b>Yen</b> is a common radical, attached to characters connected in any way with speech. Under its old form, the upper lines seem to issue from 口 <i>k'ou</i> mouth. </p>"
"止"	"<b>Chih</b> originally meant a base or foundation, and later the foot. It is now commonly used in the sense of only, derived from to stop.</p>"
"道"	"<b>Tao</b> ), with a phonetic. It seems to have originally meant a dry measure holding about a pint. It was used for 得 <i>tê</i> to get, to attain; and it is just possible that from the sense of attainment, achievement, it came to mean the exemplification of virtue in good works. </p>"
"德"	"<b>Shuo</b> is composed of 言 <i>yen</i> words as radical, and 兌 <i>tui</i> which originally meant to speak, and now means to weigh, as phonetic. Its earliest meaning was to expound; now it is the common colloquial word for speak. Also read <i>shui</i><sup><small>4</small></sup> and <i>yüeh</i>;.</p>"
"义"	"<b>Tso</b> is composed of 人 <i>jen</i> man as radical, and 乍 <i>cha</i> which originally meant to stop, and now means suddenly, etc. It covers all kinds of doing and making, even to writing a book. </p>"
"中"	"<b>Yung</b> is composed of 庚 <i>kêng</i> to change, as phonetic, with 用 <i>yung</i> to use, as radical, which in turn was composed of 卜 <i>pu</i> to divine and 中 <i>chung</i> the middle. ""Get your middle,"" says one luminary of the 1st cent. A.D., a not unworthy prototype of the famous Mrs. Glasse, ""and then you can use it."" It originally meant to use; hence the method to be used or followed, a course. </p>"
"子"	"<b>Ssŭ</b> is composed of 心 <i>hsin</i> heart, the seat of intelligence, as radical, below an old word (not 田 <i>t'ien</i> fields) for the crown of the head, the fontanelle, and originally meant perspicacity. Read <i>ssŭ</i><sup><small>4</small></sup> it means thoughts; read <i>sai</i><sup><small>1</small></sup> the jowl. </p>"
"思"	"<b>Pi</b> is composed of 竹 <i>chu</i> bamboo, its modern radical, and 聿 <i>lü</i> or <i>yü</i> a stylus, the old radical, the latter being used to scratch characters on bamboo tablets until the invention of the brush which has been assigned to the 3rd cent. B.C. </p>"
"不"	"<b>P'ien</b> is composed of 人 <i>jen</i> man as radical, with 扁 <i>pien</i> flat as phonetic.</p>"
"易"	"I is composed of 日 jih sun as radical and 勿 wu, which originally meant a kind of flag with three streamers for signalling, and so came to signify a negative, not, do not. Its primary sense seems to have been a chameleon, the creature of change, of which the character is thought by some to be a picture; hence its meaning as above, derived however by others from the radical sun, which brings about the changes of day and night. Was the word i change developed from the idea suggested by i a chameleon, or was the animal so called from a pre-existing word i to change? It would seem that the spoken word change must have preceded chameleon, and that the written character may well have been applied first to the animal and then to the idea. "
"大"	"<b>Ta</b> under one of its old forms looked very like the rude picture of a man. This gave rise to the following explanation:—Heaven is great, earth is great, and man too is great; therefore great is a picture of man.</p>"
"修"	"<b>Hsiu</b> is composed of 彡 <i>shan</i> feather ornamentation as radical, with 攸 <i>yu</i> to move in water, as phonetic. It means to embellish, to repair, and has been classed by K'ang Hsi under radical 人 <i>jen</i> man, though its congener 脩 <i>hsiu</i> dried meat, salary of teachers, appears correctly under radical 肉 (月 in combination) <i>jou</i> meat. The character 身 <i>shên</i> is here understood from the text of <i>The Great Learning</i>, which Dr. Legge renders by ""the person;"" but this is ambiguous, and destroys the numerical climax.</p>"
"齐"	"<b>Ch'i</b> originally meant the level of growing corn, of which the old form was a picture; hence to level, to regulate. The word 家 <i>chia</i> family is here understood as above. </p><table style=""margin:auto; text-align:center;""><tbody><tr><td style=""width:1em""><b>130.</b></td><td style=""padding-bottom:1em;""><span id=""line130""></span>"
"平"	"<b>P'ing</b> is composed of 于 <i>yü</i> and 八 <i>pa</i> to divide. It means even, smooth, etc., and with it is understood 天下 <i>t'ien hsia</i> beneath the canopy of heaven, the empire. The order of <i>p'ing</i> and <i>chih</i> is transposed for the jingle's sake.</p>"
"治"	"<b>Chih</b> is composed of 水 <i>shui</i> water as radical, and 台 <i>i</i> to speak, I, to give (also read <i>t'ai</i> exalted) as phonetic, the latter being originally composed of 以 over 口 <i>k'ou</i> mouth. How it comes to mean to govern, to cure, is somewhat obscure. With it is understood 國 <i>kuo</i> a State, in reference to which term it must be remembered that the work in question was written during the Feudal Age of China, when the country was split up into vassal States owning a nominal allegiance to a suzerain State. </p>"
"经"	"<b>Ching</b> see title. This work is ascribed to Tsêng Ts'an.</p>"
"通"	"<b>T'ung</b> is composed of the walking radical and 甬 <i>yung</i> bursting vegetation as phonetic. It means to go through, free, not obstructed, to understand, etc.</p>"
"熟"	"<b>Shu</b> is composed of 孰 <i>shu</i>, as phonetic, with 火 <i>huo</i> fire underneath as radical. This phonetic <i>shu</i> was the original character for cooked, ripe; but inasmuch as it was also used for another sound <i>shu</i> meaning who? what? the two senses were separated as time went on by the insertion of the radical fire whenever <i>shu</i> meant cooked or ripe, to distinguish it from <i>shu</i> who? what? Thus it was that the growing exigencies of the language called into existence new characters to divide the burden of meanings. </p>"
"如"	"<b>Ju</b> is composed of 女 <i>nü</i> woman as radical, and 口 <i>k'ou</i> mouth. It is explained as a woman following the injunctions of her father and husband; hence, to go towards, to arrive. In later times it came to be used in the senses of like, as, if, and also in an introductory sense ""with regard to,"" etc.</p>"
"始"	"<b>Shih</b> is composed of 女 <i>nü</i> woman as radical, with 台 <i>i</i> as phonetic. It is defined as ""the beginning or birth of woman,"" and is the opposite of 終 <i>chung</i>.</p>"
"可"	"<b>K'o</b> is composed of 口 <i>k'ou</i> mouth as radical, and an obsolete word meaning vapour striving to free itself. It originally meant to be willing. <br>"
