0氹	[tam]/1. to cajole someone/2. to pacify someone who is angry
周身唔聚財	[jāu sān m4 jeuih chòih]/(the whole body is unable to keep hold of wealth)/ill-at-ease, uneasy, uncomfortable
周身屎	[jāu sān sí]/to be in great trouble
周身蟻	[jāu sān ngáih]/to be in great trouble
呱	[gwā]/to cry
呱呱叫	[gwā gwā giu]/1. to complain, to cry/2. to make a lot of noise, to talk loudly
呱呱嘈	[gwā gwā chòuh]/1. to complain, to cry/2. to make a lot of noise, to talk loudly
味	[méi]/1. flavour/2. a sexual service, a type of sex or sexual stimulation offered by a prostitute
呷	[haap]/to sip
呷乾醋	[haap gn chou]/(to sip dry vinegar)/to be jealous for no reason
呷醋	[haap chou]/(to sip vinegar)/to be jealous
呻	[san]/to drone
呻笨	[san bahn]/to regret a stupid action
呼	[fū]/to exhale
呼呼喝喝	[fū fū hot hot]/to be arrogant; boastful, "full of oneself"
命	[mehng]/life, fate, circumstances
命仔都冇埋	[mehng jái dōu móuh màaih]/to die, to lose one's life
命大	[mehng daaih]/(big life)/lucky, providential, having had a narrow escape
命根	[mehng gān]/the most important thing or person for someone
命水	[mehng séui]/fate, luck in life, fortune
命硬	[mehng ngaahng]/tough, hard to kill, hard to defeat
咀	[jéui]/to kiss
咀啖	[jéui daahm]/to kiss, to give a kiss
咁	[gám/gam]/so
咁多人死唔見你死	[gam dō yàhn séi, m4 gin néih séi]/(so many people have died, but I don't see you dying)/an insulting expression, "still with us?"
咁大隻蛤乸隨街跳	[gam daaih jek gap lá chèuih gāai tiu]/too good to be true
咁就差唔多	[gam jauh chā m4 dō]/used to express satisfaction that someone has done what they are told, "that's more like it!".
咁橋	[gam kíu]/used on meeting someone by chance or on being surprised by a coincidence
咁都得	[gám dōu dāk]/used to indicate disapproving amazement at what someone has said or done.
咁高咁大	[gam gōu gam dáai]/of the same level, of the same rank or status
和事佬	[wóh sih lóu]/a peace-maker
和事老	[wóh sih lóu]/a peace-maker
和味	[wóh meih]/(excess food)/a good income
和頭酒	[wóh tàuh jáu]/a meeting, especially a meal, held to settle a dispute
咕咕聲	[gùh gú sēng]/to have a rumbling stomach, to be very hungry
咖啡仔	[ga fē jái]/(coffee boy)/a traffic warden (young male).
咖啡佬	[ga fē lóu]/(coffee boy)/a traffic warden (older male).
咖啡妹	[ga fē mūi]/(coffee boy)/a traffic warden (young female).
咖啡婆	[ga fē pó]/(coffee boy)/a traffic warden (older female).
咖喱雞	[ga lēi gāi]/(curry chicken)/scratches, bites, bruises made during sex or sexual assault
咧啡	[léh féh]/sloppy, messy, untidy
咩	[mē]/a particle indicating surprise
咩料	[mē líu]/what's up?; what's new?; what do you want?
咪	[māi]/to swot, to cream for an exam
咪咪嚒嚒	[mī mī mō mō]/to be very slow and clumsy
咪嚒	[mī mō]/to be very slow and clumsy
咪書	[māi syū]/to study hard, to "swot".
咪狗經	[māi gáu gīng]/to study dog racing form
咪馬經	[māi máah gīng]/to study horse racing form
咬	[ngáauh]/to bite
咬兜	[ngáauh dōu]/(to bite a bowl)/to smoke a pipe
咬我食	[ngáauh ngóh sihk]/to be unable to resist (me), to be unable to stop (me)
咬灰	[ngáauh fūi]/(to bite ash)/to take heroin
咬米	[ngáauh máih]/to eat
咬糧	[ngáauh lèuhng]/(to bite one's pay)/to retire and get one's pension (e.g. of a civil servant).
咬老軟	[ngáauh lóuh yúhn]/1. to live off a woman's earnings, to have a wealthy wife and not need to work/2. to life off the earnings of a prostitute
咬耳仔	[ngáauh yíh jái]/(to bite ears)/to talk secretly, to whisper together in a secretive way, to conspire
咬草	[ngáauh chóu]/(to bite grass)/to smoke cannabis
咬蔗啦去	[ngáauh je lā heui]/(to bite sugar cane and leave)/used to express hostility and/or tell someone to leave, "piss off!".
咬貴米	[ngáauh gwai máih]/(to bite expensive rice)/to use high priced pure heroin
咬雲	[ngáauh wàhn]/(to bite the clouds)/to take opium
咬飯	[ngáauh faahn]/(to bite rice)/to eat
咳	[kāt]/cough
咳水	[kāt séui]/(cough mixture)/codeine, cough medicine (often used for narcotic effect).
咸	[hàahm]/1. salty/2. pornographic, lewd, sexually explicit, lecherous
哎吔	[āi yā]/a sort of (used before a kinship term, as in "some kind of uncle")
哥哥仔	[gòh gō jái]/friendly or informal term of address for a young man
哨	[saau]/to run, to flee, to escape
哨牙蘇	[saau ngàah sōu]/1. protruding teeth/2. someone with protruding teeth
哺	[bouh]/to feed
哺蛋	[bouh dáan]/1. to hatch an egg/2. to work obsessively at something/3. to bury oneself in one's work
唔	[m4]/not
唔do	[m4 dū]/(I won't work)/I quit!
唔三唔四	[m4 sāam m4 sei]/bad, low-class, immoral in character
唔使問阿貴	[m4 sái han a gwai]/(no need to ask Mr Gwai)/1. no doubt/2. everyone knows this, it's common knowledge
唔使審	[m4 sái sám]/(no need to investigate)/definitely, without doubt
唔使恨	[m4 sái hahn]/(not worth desiring)/valueless, useless
唔使擇日	[m4 sái jaahk yát]/an exclamation, "there's no time like the present", "no need to fix a date!" (i.e. we can fight now).
唔使旨意	[m4 sái jí yi]/used to resist an attempt to solicit support, "don't count on me!".
唔係...手腳	[m4 haih ... sáu guek]/(not the hands and lges of ...)/1. not the equal of .../2. easily beaten by ...
唔係人咁品	[m4 haih yàhn gám bán]/(not the stuff of a human being)/unfeeling, inhuman, beastly
唔係你財唔入你袋	[m4 haih néih chòih, m4 yahp néih dói]/(if it is not your money, it won't enter your pocket)/used to comfort people when they fail to receive money they were expecting or hoping to get.
唔係呀	[m4 haih áh]/an expression of incredulity or surprise, "are you kidding?".
唔係猛龍唔過江	[m4 haih máahng lùhng m4 gwo gōng]/(a non-fierce dragon would not cross the river)/an enemy, someone who is not coming to make friends.
唔係路	[m4 haih louh]/1. something or someone who doesn't look right/2. said of someone unreasonable
唔做中唔做保唔做媒人三代好	[m4 jouh jūng, m4 jouh bóu, m4 jouh mùih yàhn sāam doih hóu]/(do not act as a middleman, a guarantor, or a matchmaker then your family will prosper for three generations)/a warning not to act as a mediator in other people's affairs.
唔傷心就唔流淚	[m4 sēung sām jauh m4 làuh leuih]/(one does not shed tears if one's feelings are not hurt)/1. people don't cry for nothing/2. used to point out that one thing of course follows from another
唔入流	[m4 yahp làuh]/(not in the flow)/1. not up to the latest standard/2. out of date, not in fashion
唔化	[m4 fa]/1. not knowing how to adjust oneself to changing situations/2. not following the group or willing to take part/3. not having the same objective as the others involved.
唔响處	[m4 héung syu]/1. not here/2. dead, passed away (euphemism)
唔啦更	[m4 lā gāang]/irrelevant, unrelated
唔啱牙	[m4 ngāam ngá]/(not right on the tooth)/1. not get along well/2. incompatible
唔喺度	[m4 hái douh]/1. not here/2. dead, passed away (euphemism)
唔嗲唔吊	[m4 dé m4 diu]/to do something by halves
唔嘢少	[m4 yéh síu]/someone to be reckoned with, to be really something, something to be reckoned with.
唔多妥	[m4 dō tóh]/a felling of anxiety, that all is not well, that something is going to go wrong.
唔夠喉	[m4 gau hàuh]/not satisfied (of thirst, lust, hunger, ambition).
唔夠秤	[m4 gau ching]/not old enough (for a job, to have sex, to work as a prostitute)
唔夠腳	[m4 gau guek]/not enough players, one player short (for a game of mahjong).
唔好去死	[m4 hóu heui séi]/a rude and hostile expression, used to tell someone to go away, "go to hell!", "(why don't you) drop dead!".
唔好咁撚寸	[m4 hóu gám lán chyun]/an aggressive question intended as a criticism of someone's arrogant behavior, "why are you being so fucking arrogant?", "don't be so fucking stuck up!".
唔好扭計	[m4 hóu náu gái]/don't complain so much, do what you are told!
唔好撚扮嘢	[m4 hóu lán baahn yéh]/an expression of contempt at what someone is saying or at the image they are trying to project, "who the fuck are you trying to kid!".
唔好死	[m4 hóu séi]/a rude and hostile expression, used to tell someone to go away, "go to hell!", "(why don't you) drop dead!".
唔好老脾	[m4 hóu lóuh péi]/bad-tempered, grumpy
唔好豬噏	[m4 hóu jyū āp]/(don't talk like a pig)/an expression of irritation or anger at what someone is saying, "don't bullshit!".
唔好阿吱阿咗	[m4 hóu a jí a jō]/not exasperated request, "stop moaning!".
唔嬲就假	[m4 nāu jauh gá]/(not to be angry is fake)/to have good cause to be angry
唔客氣	[m4 haak hei]/(impolite)/to treat brutally, to mistreat, used in threats to be "impolite" to someone.
唔對路	[m4 deui louh]/problematic, wrong
唔得掂	[m4 dāk dihm]/to be in trouble
唔忿氣	[m4 fahn hei]/not accepting failure, not willing to admit defeat
唔怪得	[m4 gwai dāk]/no wonder, unsurprisingly
唔抵得	[m4 dái dāk]/to find intolerable
唔掂	[m4 dihm]/it's not okay!
唔撈	[m4 lōu]/to quit one's job
唔死一身潺	[m4 séi yāt sān sàahn]/a threat, warning that even if the addressee is not going to die, he or she will be go through a lot of pain.
唔洗死	[m4 sái séi]/an utterance used to encourage someone, implying that the situation is still not bad enough to give up, "it won't cost you your life!".
唔湯唔水	[m4 tōng m4 séui]/(neither soup nor water)/not good enough, not of the required standard.
唔熟唔食	[m4 suhk m4 sihk]/to take advantage of family or friends in business dealings.
唔熟性	[m4 suhk sing]/naive, unfamiliar with the way the world works.
唔理	[m4 léih]/to ignore, to not pay attention to
唔理三七廿一	[m4 léih sāam chāt yah yāt]/(don't care that three sevens are twenty one)/1. used to reject an objection to a course of action, "I don't care"/2. regardless, irrespective
唔發火當流	[m4 faat fó dong làuh]/used as an accusation in situations where someone feels that they are not being treated with respect, and that they will only get respect if they get angry.
唔發火當病貓	[m4 faat fó dong behng māau]/(if one doesn't explode one is treated like a sick cat)/used to complain that someone is not taking the speaker seriously, that only if the speaker loses his temper or becomes violent will the addressee take him or her seriously.
唔睇僧面都睇佛面	[m4 tái jāng mihn, dōu tái faht mihn]/(even if one doesn't see the monk's face, one should see the Buddha's)/if intending to act against somebody, one should consider that even if one does not wish to give face to that person, one should give face to the person who supports them.
唔瞅唔睬	[m4 chāu m4 chói]/(not to see and not to respond)/to deliberately ignore somebody
唔知個死字點寫	[m4 jī go séi jih dím sé]/(to not know how to write the character for die)/1. to know no fear, to be oblivious to danger/2. to be stubborn in the face of a serious threat
唔知個醜字點寫	[m4 jī go cháu jih dím sé]/(to not know how to write the character for repulsive)/to know no shame, to be shameless
唔知醜	[m4 jī cháu]/to be shameless, to act shamelessly, to know no shame
唔等洗	[m4 dáng sái]/(not waiting to use)/useless, of no pratical use (at least not in the near future).
唔經大腦	[m4 gīng daaih nóuh]/(not passing through the cerebrum)/thoughtless, stupid
唔聲唔聲	[m4 sēng m4 sēng]/to not speak up, to keep out of an argument
唔臭米氣	[m4 chau máih hei]/immature, unfamiliar with the ways of the world.
唔衰得	[m4 sēui dāk]/1. to be unable to tolerate failure or humiliation/2. to hate to lose
唔衰攞嚟衰	[m4 sēui ló làih sēui]/to make trouble for oneself.
唔要罷就	[m4 yiu bah jauh]/used to put pressure on someone who is hesitating over an offer made to them, "take it or leave it".
唔見得光	[m4 gin dāk gwōng]/(cannot be exposed to the light)/1. scandalous/2. illegal/3. to keep something secret
唔見棺材唔流眼淚	[m4 gin gūn m4 làuh ngáahn leuih]/(to not cry until one sees the coffin)/to know no fear, to not be afraid, to be oblivious to danger, to be very slow or reluctant to see that one is finished or defeated.
唔覺意	[m4 gok yi]/1. unintentionally/2. accidentally/3. without being aware of
唔話得	[m4 wah dāk]/1. inpeccable, not to be faulted/2. kind or considerate, treating someone well
唔識轉膊	[m4 sīk jyun bok]/(not know to change shoulder)/to be very stupid, i.e. so stupid that you don't realise you can change shoulders when carrying something.
唔通氣	[m4 tūng hei]/used to describe someone who disturbs by their presence (e.g. by hanging around with a courting couple) or by making noise or being irritating in some way.
唔開胃	[m4 hōi waih]/(not opening the stomach)/unappetising, unappealing
唔關你事	[m4 gwāan néih sih]/1. a dismissive exclamation, "mind your own business!"/2. it's not your fault
唔順	[m4 seuhn]/to be unhappy (with someone, something), to dislike (someone, something).
唔順超	[m4 seuhn chīu]/to not like the look of someone, to dislike someone on sight.
唔食羊肉一身臊	[m4 sihk yèuhng yuhk yāk sān sōu]/(to smell of mutton even though one hasn't eaten it)/to be presumed guilty by association.
唔鹹唔淡	[m4 hàahm m4 táahm]/(neither salty nor tasteless)/1. not very accurate in one's pronunciation of a foreign language/2. insipid
唔黐家	[m4 chī gā]/always not at home, never to be found at home.
唧	[jīt]/1. to tickle/2. to squeeze
唧都唔笑	[jīt dōu m4 siu]/(even tickling produces no giggling)/humourless, over-serious, not in the mood for joking (of a person).
唧魚蛋	[jīt yùh dáan]/(to squeeze the fish ball)/1. to grasp a woman's breast/2. sexual services offered to customers at "fish ball stall" (falling short of full sexual intercourse)
唯	[wàih]/the only one
唯你是問	[wàih néih sih mahn]/(if there is a question, it goes to you)/used to warn the addressee that they will take the consequences for a decision, a mistake, a choice etc., "this will be on you head!"
唱	[cheung]/1. to sing/2. to gossip maliciously, to speak ill of
唱K	[cheung kēi]/to have a karaoke session, to go to a karaoke bar
唱生哂	[chueng sāang saai]/to gossip, to spread a story or rumour, to repeat something to many different people
唱衰	[cheung sēui]/to slander, to spread gossip about someone, to "bad-mouth".
唱雙簧	[cheung sēung wóng]/(to sing a double flute)/two people scheming together, two people expressing the same opinion.
唸	[nihm]/to read
唸口簧	[nihm háu wóng]/to recite a text, slogans, etc. without understanding the meaning
唸口黄	[nihm háu wóng]/to recite a text, slogans, etc. without understanding the meaning
啄	[dēung]/to peck
啄地	[dēung déi]/(to peck the ground)/a prostitute (since a chicken pecks the ground and "chicken", 雞 gāi, is slang for prostitute).
啋	[chōi]/used to reject what someone is saying or on hearing someone mention something unlucky or unpleasant.
啋過你	[chōi gwo néih]/used on hearing someone mention something unlucky or unpleasant.
啋過你把口	[chōi gwo néih bá háu]/used on hearing someone mention something unlucky or unpleasant.
啋過你把衰口	[chōi gwo néih bá sēui háu]/a strong expression used on hearing someone mention something unlucky or unpleasant, "keep your dirty mouth shut!".
問	[mahn]/to ask
問候你老母	[mahn hauh néih lóuh móu]/(to greet your mother)/an insulting question, indirectly expressing hostility to the addressee (euphemistic variant 屌你老豆 díu néih lóuh móu).
問候你老豆	[mahn hauh néih lóuh dauh]/(to greet your father)/an insulting question, indirectly expressing hostility to the addressee (euphemistic variant of 屌你老豆 díu néih lóuh dauh).
啖	[daahm]/mouthful
啖啖肉	[daahm daahm yuhk]/(mouthful of meat)/lucrative; profitable; business with few expenses or overheads, an "easy earner".
啞	[á]/a dumb
啞仔食黃蓮	[á jái sihk wòhng lìhn]/a dumb boy eats Coptis seeds/→有苦自己知 [yàuh fú jih géi jī] knowing the bitterness by oneself/■to have to suffer in silence
啞子食黃蓮	[á jí sihk wòhng lìhn]/a dumb boy eats Coptis seeds/→有苦自己知 [yàuh fú jih géi jī] knowing the bitterness by oneself/■to have to suffer in silence
啤	[bē]/1. beer/2. to stare aggressively/[pē]/(<pair) pair
啤一啤	[bē yāt bē]/to have a beer.
啤住	[bē jyuh]/to stare, staring
啤咩呀	[bē mē a]/used to challenge someone who is or is accused of staring, "who are you staring at?"
啤啤佢	[bē bē kéuih]/to have a beer
啤灰	[bē fūi]/to take heroin.
啤酒妹	[bē jáu mūi]/(beer girl)/a young woman paid to promote a particular brand of beer in bars and pubs, generally dressed in an outfit based on the brand.
啪丸	[pāak yún]/to take drugs, to take pills
啪針	[pāak jām]/to inject heroin
啫	[jēu]/the penis (child's term, humorous)
啫啫	[jēu jēu]/the penis (chld's term, humorous)
啱	[āam/ngāam]/suitable
啱key	[āam kī]/to get along well with someone
啱咀形	[āam jéui yìhng]/good to talk to, pleasant to chat with
啱啱	[ngāam ngāam]/just now
啱啱碰著剛剛	[ngāam ngāam pung jeuhk gōng gōng]/at the critical moment
啱嘴形	[āam jéui yìhng]/good to talk to, pleasant to chat with
啱心水	[āam sām séui]/exactly what is required
喃	[nàahm]/to murmur
喃嘸佬	[nàahm mòh lóu]/(chanting man)/Taoist monk
喃嘸費	[nàahm mòh fai]/1. fee given to a monk/2. fees for having sexual intercourse with a nightclub hostess
喉	[hàuh]/1. the throat/2. to want something
喉住	[hàuh jyuh]/1. to want something/2. to lust after (possessions, sucess, an object of sexual desire, etc.)
喉急	[hàuh gāp]/impatient, eager, desperate
喉禽	[hàuh kàhm]/impatient, eager, desperate
喊	[haam]/to cry
喊包	[haam bāau]/(cry bun)/a crying baby
喊打喊殺	[haam dá haam saat]/to cry out in an aggressive or threatening way, to cry for blood, to "scream blue murder".
喊苦喊忽	[haam fú haam fāt]/to be continually in tears, to be a "cry baby".
喊都無謂	[haam dōu mòuh waih]/there is no point crying over something one can't change.
喪	[song]/1. to lose/2. to die/3. insane, crazy/4. stupid
喫	[yaak]/to eat
單	[dāan]/single
單位	[dāan wái]/1. flat/2. work unit/3. a triad group, a triad unit
單刀	[dāan dōu]/a solo effort, an individual effort in attack (soccer jargon).
單刀直入	[dāan dōu jihk yahp]/to come straight to the point
單吊西	[dāan diu sāi]/a western-style suit
單單打打	[dāan dāan dá dá]/to use strong language to criticise someone.
單打	[dāan dá]/to use strong language to criticise someone.
單拖	[dāan tō]/to be by oneself, alone.
單聲	[dāan sēng]/(single voice)/to give someone a message, to pass on a message.
單身寡佬	[dāan sāan gwá lóu]/(single person guy alone)/a bachelor, unattached man.
喱埋	[lēi màaih]/to hide oneself, to keep out of sight
喳喳淋	[jàh jàh làhm]/quickly, fast; "hurry up!"
喺邊度Wet	[hái bīn douh wēt]/1. where do you usually go for a good time?/2. where are you going out to now?
嗌	[ngaai]/1. to shout/2. to scold
嗌乜春呀	[ngaai māt chēun aa]/What's the point?
嗌交	[ngaai gāau]/to quarrel
嗌霎	[ngaai saap]/to have a serious argument
嗒	[dāap/dēp]/to lick
嗒得杯落	[dāap dāk būi lohk]/attractive, very good; cute (especially a young woman), sexy (of a woman).
嗒晒糖	[dāap saai tòhng]/(to taste all sugar)/to be sexually attracted to someone.
嗒糖	[dāap tòhng]/(to taste sugar)/1. to be sexually attracted to someone/2. to be happy about something.
嗒落有味	[dāap lohk yáuh meih]/(after careful tasting, the flavour comes out)/the significance of something or the meaning of what was said becomes clear after careful consideration.
嗦嗦聲	[sòhk sók sēng]/very quickly, very fast
嗰	[gó]/that
嗰個嘢	[gó go yéh]/that person (derogatory)
嗰啲嘢	[gó dī yéh]/(those things)/ghosts (euphemism)
嗰條友	[gó tìuh yáu]/a colloquial, informal, familiar or disrespectful way of referring to a young man, "that guy".
嗰條友仔	[gó tìuh yáu jái]/an informal way of referring to someone, "that bloke", "that guy".
嗰隻嘢	[gó jek yéh]/that person (derogatory)
嗰隻蟹	[gó jek háaih]/(that crab)/an insulting way to refer to a woman. "that woman!" (with 蟹 háaih possibly suggesting 閪 [hāi] "cunt").
嗰隻衰嘢	[gó jek sēui yéh]/a disrespectful way of referring to someone, "that nasty person".
嗰頭近	[gó tàuh káhn]/(near to that side)/close to the age of death
嗱	[ná]/to pick up, to take
嗱口嗱面	[ná háu ná mihn]/1. to have an angry expression, to look hostile/2. to look upset
嗱嗱林	[nàh nàh làhm]/fast, quickly
嗱嗱淋	[nàh nàh làhm]/fast, quickly
嗱嗱聲	[nàh nàh sēng]/fast, quickly
嗱屎上身	[ná sí séuhng sān]/to bring trouble on onself
嗱手唔成勢	[ná sáu m4 sìhng sai]/(to grab hands but not achieve a position)/to be unprepared, to be not in a good position to do something
嗱林	[nàh làhm]/fast, quickly
嗱西	[náa sāi]/1. to be reckless/2. to be careless/3. sloppy, careless, slapdash (in doing a task)
嗱起	[ná héi]/1. to pick up/2. to roll up (trousers, sleeves)
嗲	[dē]/1. to talk/2. to discuss/3. tea/[dé]/with a seductive or alluring voice (one which makes an appeal to a man's masculine side).
嗲少兩句	[dē síu léuhng geui]/an instruction to someone to keep quiet
嗲幾句	[dē géi geui]/1. to chat a bit/2. to exhange a few remarks
嗲掂	[dē dihm]/to settle a problem, to fix a dispute.
嗲聲嗲氣	[dé sēng dé hei]/with a seductive or alluring voice (one which makes an appeal to a man's masculine side).
嘆	[taan]/1. to enjoy/2. to have a good life, to "live it up"
嘆世界	[taan sai gaai]/to have a good life, to have a comfortable or luxurious existence, to "live it up"
嘈	[chòuh]/noisy
嘈到拆天	[chòuh dou chaak tīn]/(loud enough to pull down the sky)/extremely noisy, extremely loud, rowdy.
嘈到拆樓	[chòuh dou chaak láu]/(loud enough to pull down a building)/extremely noisy, extremely loud, rowdy.
嘈喧巴閉	[chòuh hyūn bā bai]/to make a lot of noise; noisy
嘈生晒	[chòuh sāang saai]/to make a lot of noise, i.e. enough to wake the dead.
嘉	[gā]/to admire
嘉年華	[gā nìhn wàh]/(<carnival)/1. carnival/2. a police road block (taxi driver jargon)
嘉年華會	[gā nìhn wàh wúi]/1. carnival/2. a police road block (taxi driver jargon)
嘔	[ngáu]/to throw up
嘔血	[ngáu hyut]/(to vomit blood)/exasperating
嘔電	[ngáu dihn]/(to vomit electricity)/to throw up
嘜	[māk]/(<trademark)/trademark
嘜頭	[māk tàuh]/brand, brand-name
嘢	[yèh]/1. thing/2. a person, a body part or other object which is not named directly but is often indicated by the classifier used/3. a person (disrespectful)/4. heroin
嘢可以亂食，說話唔可以亂講	[yèh hó yíh lyuhn sihk, syut wah m4 hó yíh lyuhn góng]/1. used to warn someone to watch what they say/2. used to dismiss what someone is saying
嘥	[sāai]/to waste
嘥口水	[sāai háu séui]/(to waste saliva)/to waste one's words
嘥心機	[sāai sām gēi]/to waste one's breath
嘥心機捱眼訓	[sāai sām gēi ngàaih ngáahn fan]/to waste someone's time
嘥氣	[sāai hei]/to waste one's breath
嘥腳力	[sāai geuk lihk]/1. to waste energy by walking/2. to waste time by walking around
嘩嘩聲	[wā wa sēng]/loudly; quickly; in great number
嘩鬼	[wā gwái]/pests, naughty (e.g. children)
嘮	[lòuh]/loquacious
嘮嘈	[lòuh chòuh]/shouting with anger, furious
嘮囌	[lòuh sōu]/to complain
嘰兀	[gī gaht]/to mumble, to talk indistinctly
嘰哩咕嚕	[gī lī gū lū/gìh lī gùh lùh/gìh lìh gùh lùh]/1. an impression of the sound of a foreign language/2. incomprehensible talk/3. to talk in an incomprehensive way
嘰嘰咭咭	[gìh gī gaht gaht]/1. to mumble and grumble/2. to complain
嘰屹	[gī gaht]/to mumble, to talk indistinctly
嘴	[jéui]/the mouth
嘴刁	[jéui dīu]/argumentative, verbally aggressive
嘴廟廟	[jéui míu míu]/to pout
噍	[jehw]/1. to have sex with a woman/2. to physically assault/[jiuh]/1. to chew/2. to occupy/3. to beat up/4. to have sex with a woman
噍低	[jehw dāi]/to beat up, to finish off
噍完唱	[jiuh yùhn chueng]/to boast about one's sexual experience after having sex with a woman
噍完鬆	[jiuh yùhn sūng]/to leave after having sex with a woman; to not take any responsibility.
噏	[āp/ngāp]/to chat; to talk
噏三噏四	[āp sāam āp sei]/(to chat three and four)/to gossip; to chatter away
噏乜撚嘢	[āp māt lán yéh]/an expression of violent contempt or anger for what someone is saying, "what the fuck are you talking about?"
噏乜春	[āp māt chēun]/an expression of irritation of what someone is saying
噏得就噏	[āp dāk jauh āp]/used to reject what someone is saying, "you are bullshiting!", "watch what you say!", "don't lie?".
噏耷	[āp dāp]/shabby
噓噓聲	[hèuh héu sēng]/very fast, very quickly
噚	[cham]/to talk in a boring way
噚氣	[cham hei]/1. to offer repetitive advice/2. to repeat oneself.
噬	[sàih]/1. to bite/2. to beat up, to hit, to defeat
嚇	[haak]/to threaten
嚇到標尿	[haak dou bīu niuh]/to be terrified, to urinate from fear.
嚇到標屎	[haak dou bīu sí]/to be terrified, to defecate from fear, be "scared shitless".
嚇窒	[haak jaaht]/to scare, to frighten
嚇鬼	[haak gwái]/to scare, to frighten (normally used in utterances asserting that one is not to be intimidated).
嚇鬼呀	[haak gwái àh]/You don't scare me!
嚟真	[lèih jān]/serious, not joking
嚡	[hàaih]/rough, coarse (texture)
嚡澀澀	[hàaih saahp saahp]/very rough, very coarse (texture)
嚡過沙紙	[hàaih gwo sā jí]/(rougher than sand paper)/extremely rough, very coarse (in texture).
囉	[lō]/to chatter
囉囉囌囌	[lō lō sō sō]/1. to chatter/2. to complain/3. to be demanding
囉囉攣	[lō lō lyūn]/1. worried, nervous, anxious, disappointed/2. codeine, often consumed in the form of cough medicine
囉囌	[lō sō]/1. to chatter/2. to complain/3. to be demanding
囉攣	[lō lyūn]/worried, nervous, anxious, disappointed
四	[sei]/four
四一五	[sei yāt ńgh]/The 415 code number is associated with the triad rank of White Paper Fan, a senior triad official who acts as an "advisor".
四九	[sei gáu]/(four nine)/a junior member of a triad gang, a "triad soldier", a "49" member
四九仔	[sei gáu jái]/(four nine boy)/a young recruit in a triad society, a junior member of a triad society, an odrinary member of a triad society
四二六	[sei yih luhk]/The 426 code number is associated with the triad rank of Red Pole, an office-bearer in a triad society in charge of organising physical violence, an "enforcer".
四仔	[sei jái]/a pronographic film, an illegal sex film which is more explicit than allowed under the law in Hong Kong, a "category four" film ("category three" is the highest classification for adults films permitted in Hong Kong)
四八九	[sei baat gáu]/the leader of a triad society, a 489 office-bearer
四六七零九三九四	[sei luhk chāt lìhng gáu sāam gáu sei]/(four six seven zero nine three nine four)/said of someone who has illicit sex, visits prostitutes, etc. (the pronunciation of the numerals four six seven zero nine three nine four puns with 死佬出嚟攪三攪四 [séi lóu chēut làih gáau sāam gáau sei].)
四味	[sei méi]/(four tastes)/four kinds of sexual service (e.g. sexual intercourse, anilingus, foot licking, fellatio), used by brothels in advertising their services
四哥	[sei gō]/1. a term of address for a stranger in a casino/2. the nickname of a legendary Hong Kong actor 謝賢
四四六六	[sei sei luhk luhk]/(four four six six)/an aceeptable agreement
四四聲	[sei sei sēng]/to use the word "to die", used to describe someone continually using the word 死 [séi] "to die".
四圍蒲	[sei wàih pòuh]/to be seen around, to hang around on the streets, to go around to different places
四圍貢	[sei wàih gung]/to go around everywhere, to be seen around
四塊半	[sei faai bun]/(four piece half)/a coffin
四大天王	[sei daaih tīn wòhng]/(four great kings)/the four leading male stars of Hong Kong Cantonese pop music, i.e. Jackie Cheung, Aaron Kwok, Leon Lai, Andy Lau
四方木	[sei fōng muhk]/(square lump of wood)/a dull person, a slow-witted person, someone without a sense of humour
四眼佬	[sei ngáahn lóu]/(four-eyed bloke)/a man wearing glasses, a "four eyes".
四眼婆	[sei ngáahn pó]/(four eye woman)/a woman wearing glasses, a "four eyes".
四眼龜	[sei ngáahn gwāi]/(four-eyed turtle)/an impolite term for someone wearing glasses, "four-eyes".
四級	[sei kāp]/pornographic videos distributed illegally in Hong Kong, "category four" pornographic videos ("category three" is the highest classification for adult films permitted in Hong Kong)
四肢健全	[sei jī gihn chyùhn]/uninjured, in one piece, with  life and limb intact
四萬	[sei maahn]/(four ten thousand mahjong tiles)/1. used to describe a boardly smiling face, or someone who is always smiling and cheerful/2. a nickname for the former Chief Secretary of the Civil Service, Anson Chan
四萬咁口	[sei maahn gám háu]/used to describe a broadly smiling face, or someone who is always smiling and cheerful
四隻腳	[sei jek geuk]/1. four legs/2. the four players of a game of mahjong
回	[wùih]/1. to return/2. to reply
回佣	[wùih yúng]/to offer a discount on commission to a customer
回力刀	[wùih lihk dōu]/1. boomerang/2. a senior police constable
回塘	[wùih tòhng]/to return to a decent trade or a honest occupation
回扣	[wùih kau]/to pay damages, to compensate for injury caused
回水	[wùih séui]/to refund
回流	[wùih làuh]/(back flow)/Hong Kong people who return to Hong Kong after getting a foreign passport
因	[yān]/because
因住	[yān jyuh]/1. an exclamation, telling someone to be careful, "watch out!"/2. to estimate, to guess
囡囡	[nèuih néui]/1. small, cute, petite (girl, woman)/2. a call-girl, a prostitute
圈	[hyūn]/1. circle/2. a city
圈中人	[hyūn jūng yàhn]/(circle centre people)/an insider, someone in a particular business or trade (e.g. the entertainment business)
圈外人	[hyūn ngoih yàhn]/an outsider, someone is not part of a particular trade or business (e.g the entertainment world).
國	[gwok]/1. a country/2. state/3. nation
